code,ergp_line_item,mda_code,agency,mother_ministry, amount ,alignment,confidence,reason,mandate_deviation_score
ERGP15225657,PROCUREMENT AUDIT,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),,140000000,YES,HIGH,"Procurement audit directly aligns with BPP's mandate to monitor and oversee public procurement, ensure accountability of public officers for procurement decisions, and supervise implementation of established procurement policies.",0
ERGP15225678,MONITORING AND SURVEILLANCE,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),,140000000,YES,HIGH,"Monitoring and surveillance directly aligns with BPP's core mandate to supervise implementation of procurement policies, monitor prices of tendered items, and ensure accountability in public procurement decisions.",0
ERGP15225729,POWER INFRASTRUCTURE,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),,70000000,NO,HIGH,"The Bureau of Public Procurement is a regulatory oversight body that monitors and certifies procurement processes, not an implementing agency that directly funds or executes power infrastructure projects.",100
ERGP15225776,ELECTRONIC DOCUMENT STORAGE AND ARCHIVING SYSTEM,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),,70000000,YES,HIGH,The electronic document storage and archiving system directly supports the Bureau's mandated functions of maintaining paper and electronic editions of the procurement journal with archival systems and collating and archiving all federal procurement plans and information as specified in Section 5 of the Public Procurement Act.,0
ERGP15225799,UPGRADE OF BPP WEBSITE,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),,21000000,YES,HIGH,"Upgrading the BPP website directly supports the Bureau's mandate to publicize and explain procurement provisions, maintain electronic databases of procurement information, and ensure transparency in the public procurement system.",0
ERGP15225845,NIGERIA OPEN CONTRACTING PORTAL (NOCOPO) UPGRADE FOR E-PROCUREMENT SYSTEM.,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),,35000000,YES,HIGH,"The NOCOPO upgrade directly supports BPP's mandate to establish transparent, competitive procurement practices and maintain electronic systems for procurement monitoring and oversight as specified in the Public Procurement Act.",0
ERGP15225889,BPP OPERATIONS WORKFLOW UPGRADE,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),,35000000,YES,HIGH,"Upgrading operations workflow directly supports BPP's core functions of supervising procurement policies, maintaining databases, certifying federal procurement, and ensuring efficient oversight of public procurement processes.",0
ERGP15225932,SUPPLIER MARKET PRICE CHECKER PORTAL UPGRADE,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),,35000000,YES,HIGH,"The supplier market price checker portal upgrade directly supports the Bureau's mandate to monitor prices of tendered items, maintain a national database of standard prices, and establish pricing standards and benchmarks as specified in Section 5 of the Public Procurement Act.",0
ERGP15225971,PURCHASE OF MEDIA AUDIO VISUAL EQUIPMENT,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),,21000000,YES,HIGH,"The Bureau of Public Procurement requires media audio visual equipment to fulfill its mandate of publicizing procurement provisions, maintaining electronic procurement journals, organizing training programs, and conducting public awareness activities as specified in Section 5 of the Public Procurement Act.",0
ERGP27225524,CONSTRUCTION OF PORTA CABIN,111010001,BUREAU OF PUBLIC PROCUREMENT (BPP),,70000000,NO,HIGH,The Bureau of Public Procurement is a regulatory oversight body that monitors and certifies procurement processes rather than directly constructing physical infrastructure like porta cabins.,100
ERGP23203672,CONSTRUCTION OF OFFICE BUILDING,116004003,"ADMIRALTY UNIVERSITY OF NIGERIA, IBUSA, DELTA STATE",,185500000,YES,HIGH,Construction of office buildings is necessary infrastructure to support the university's core educational functions and administrative operations across its campuses.,0
ERGP23203681,CONSTRUCTION/PROVISION OF OFFICE BUILDING,116004003,"ADMIRALTY UNIVERSITY OF NIGERIA, IBUSA, DELTA STATE",,502728229,YES,HIGH,Construction of office buildings is essential infrastructure that directly supports the university's core mandate of providing undergraduate and postgraduate education across its faculties and administrative operations.,0
ERGP23203710,REHABILITATION OF EXISTING INFRASTRUCTURES,116004003,"ADMIRALTY UNIVERSITY OF NIGERIA, IBUSA, DELTA STATE",,241356348,YES,HIGH,Rehabilitation of existing infrastructures directly supports the university's core educational mandate by maintaining and improving the physical facilities necessary for delivering quality undergraduate and postgraduate programs across its campuses in Ibusa and Sapele.,0
ERGP23203766,PURCHASE OF MOTOR VEHICLES,116004003,"ADMIRALTY UNIVERSITY OF NIGERIA, IBUSA, DELTA STATE",,139045367,YES,HIGH,"The purchase of motor vehicles is necessary for the university's operational functions including transportation for academic staff, students, administrative purposes, and campus operations across multiple locations in Ibusa and Sapele.",0
ERGP27203690,CONSTRUCTION/PROVISION OF INFRASTRUCTURES,116004003,"ADMIRALTY UNIVERSITY OF NIGERIA, IBUSA, DELTA STATE",,1933415422,YES,HIGH,Construction and provision of infrastructures is essential for the university to fulfill its core educational mandate of providing undergraduate and postgraduate programs across multiple campuses and maintaining quality education standards.,0
ERGP27203730,CONSTRUCTION OF FIRE SERVICE STATION,116004003,"ADMIRALTY UNIVERSITY OF NIGERIA, IBUSA, DELTA STATE",,77000000,PARTIAL,MEDIUM,"While fire service station construction supports campus safety infrastructure necessary for university operations, it falls outside the core educational mandate focused on maritime, logistics, forensic, and cyber security specializations.",50
ERGP30203701,PROVISION OF TRAINING AND RESEARCH INFRASTRUCTURES AND FACILITIES,116004003,"ADMIRALTY UNIVERSITY OF NIGERIA, IBUSA, DELTA STATE",,98000000,YES,HIGH,The provision of training and research infrastructures and facilities directly supports the university's core mandate of providing undergraduate and postgraduate education and conducting research and innovation across its specialized programs.,0
ERGP23226146,CONSTRUCTION OF FACULTY OF SCIENCES,116005002,"AIRFORCE INSTITUTE OF TECHNOLOGY, KADUNA",,347919853,YES,HIGH,Construction of a Faculty of Sciences directly supports the institute's mandate to provide undergraduate and postgraduate degree programs in technical fields including B.Sc degrees and maintain facilities for aerospace and engineering education.,0
ERGP23226576,CONSTRUCTION OF FACULTY OF GROUND & COMMUNICATION ENGINEERING,116005002,"AIRFORCE INSTITUTE OF TECHNOLOGY, KADUNA",,347919853,YES,HIGH,"The construction of a Faculty of Ground & Communication Engineering directly supports the institute's mandate to provide technical education in electrical/electronics engineering, communications systems, and ground support equipment training for Air Force personnel.",0
ERGP23226592,CONSTRUCTION OF PHYSICS DEPARTMENT BY DIRECT LABOUR,116005002,"AIRFORCE INSTITUTE OF TECHNOLOGY, KADUNA",,303067492,YES,HIGH,"Construction of a Physics Department directly supports the institute's mandate to provide undergraduate and postgraduate degree programs in engineering and applied sciences, as physics is fundamental to aerospace technology, aeronautical engineering, and defense-related technical education.",0
ERGP23226619,CONSTRUCTION OF CHEMISTRY & BIOTECH DEPARTMENT BY DIRECT LABOUR,116005002,"AIRFORCE INSTITUTE OF TECHNOLOGY, KADUNA",,303067492,PARTIAL,MEDIUM,"While the agency's mandate includes providing technical education and maintaining specialized facilities, chemistry and biotechnology departments are not explicitly mentioned among the core engineering disciplines (aeronautical, aircraft, electrical/electronics, mechanical, computer engineering) that directly support aerospace operations and defense technology.",50
ERGP23226676,CONSTRUCTION OF AUTOMOTIVE ENGINEERING DEPARTMENT BY DIRECT LABOUR,116005002,"AIRFORCE INSTITUTE OF TECHNOLOGY, KADUNA",,303067492,YES,HIGH,Construction of an Automotive Engineering Department aligns with the institute's mandate to provide technical education in engineering disciplines including mechanical engineering and related technical fields that support aerospace operations and defense technology.,0
ERGP23226765,EQUIPPING OF MULTI-USER LABORATORY BY DIRECT LABOUR,116005002,"AIRFORCE INSTITUTE OF TECHNOLOGY, KADUNA",,168469782,YES,HIGH,Equipping multi-user laboratories directly supports the agency's mandate to maintain laboratories and training facilities equipped with modern technological equipment for aerospace and engineering education.,0
ERGP29226720,EQUIPPING OF ICT HUB BY DIRECT LABOUR,116005002,"AIRFORCE INSTITUTE OF TECHNOLOGY, KADUNA",,195883680,YES,HIGH,"Equipping an ICT hub directly supports the institute's mandate to maintain laboratories and facilities with modern technological equipment for engineering education, computer engineering programs, and technical training of Air Force personnel.",0
ERGP1247595,ACQUISITION OF TRAINING AND VISUAL EQUIPMENT/SOFTWARE,116005003,AIR POWER CENTRE OF EXCELLENCE,,425000000,YES,HIGH,"The acquisition of training and visual equipment/software directly supports the agency's core mandate of providing specialized training, professional military education programs, and advanced research capabilities for Nigerian Air Force officers.",0
ERGP4247593,DEVELOPMENT MULTI-PURPOSE HALL ABUJA,116005003,AIR POWER CENTRE OF EXCELLENCE,,650000000,PARTIAL,MEDIUM,"While a multi-purpose hall could support the center's training, education, and conference activities that are core to its mandate, the item lacks specificity about how it would directly serve air power research, doctrine development, or specialized military education functions.",50
ERGP4247596,PURCHASE OF VEHICLES,116005003,AIR POWER CENTRE OF EXCELLENCE,,305000000,PARTIAL,MEDIUM,"While vehicle purchases are not explicitly mentioned in the mandate, they could be necessary for supporting the center's research, training, and collaboration activities, though they are not core to the educational and analytical functions.",50
ERGP4247597,PURCHASE OF OFFICE EQUIPMENTS,116005003,AIR POWER CENTRE OF EXCELLENCE,,435000000,YES,HIGH,"Office equipment is necessary for the center's core functions of conducting research, training, analysis, and educational programs as outlined in their mandate.",0
ERGP4247598,CONSTRUCTION OF ARMOURY,116005003,AIR POWER CENTRE OF EXCELLENCE,,185000000,PARTIAL,MEDIUM,"While constructing an armory is not explicitly within the center's research and training mandate, it could be justified as necessary infrastructure to support the secure storage of equipment and materials required for their educational and operational activities.",50
ERGP10225182,"SOLAR ELECTRIFICATION OF HQ BUILDING AND ACADEMIC DEPARTMENTS
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,298200000,YES,HIGH,Solar electrification of HQ building and academic departments directly supports the College's core mandate of providing advanced military education by ensuring reliable power infrastructure for educational facilities and administrative operations.,0
ERGP10225206,"SOLAR STREET LIGHT SYSTEM FOR ACADEMIC AREAS AND STAFF QUARTERS
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,101563700,YES,HIGH,Solar street lighting for academic areas and staff quarters directly supports the College's core educational mission by providing essential infrastructure for the military training facility and residential accommodations needed for comprehensive officer education programs.,0
ERGP10233176,"SOLAR ELECTRIFICATION OF STAFF ACCOMMODATION
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,340200000,YES,HIGH,Solar electrification of staff accommodation directly supports the College's operational mandate by providing essential infrastructure for housing military personnel undergoing advanced training at the institution.,0
ERGP12225175,"REHABILITATING/RESURFACING OF COLLEGE ROAD NETWORK BY DIRECT LABOUR
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,343035000,YES,HIGH,Rehabilitating and resurfacing the college road network is essential infrastructure maintenance that directly supports the institution's ability to provide military education and training services to officers.,0
ERGP23225162,REMODELLING AND FURNISHING OF LS ALAO BUILDING TO COLLEGE LIBRARY BY DIRECT LABOUR,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,150537839,YES,HIGH,Remodelling and furnishing a building to serve as a college library directly supports the institution's mandate to provide advanced military education through improved educational infrastructure and learning resources.,0
ERGP23225198,PROCUREMENT OF OFFICE EQUIPMENT AND FURNITURE FOR HEADQUATERS STAFF BRANCHES,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,108017084,YES,HIGH,Office equipment and furniture for headquarters staff branches is essential infrastructure needed to support the College's core mandate of providing advanced military education and training to mid-career officers.,0
ERGP23225236,"REHABILITATION OF SA DAMBO STUDENTS CAR PARK
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,89838700,YES,HIGH,Rehabilitating a students car park directly supports the College's mandate to provide advanced military education by maintaining essential infrastructure for the mid-career officers who attend training programs at the institution.,0
ERGP23225321,"REMODELLING AND FURNISHING OF ADELANWA HALL BY DIRECT LABOUR
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,168455000,YES,HIGH,Remodelling and furnishing of Adelanwa Hall directly supports the College's mandate to provide advanced military education by maintaining and improving essential infrastructure facilities required for training mid-career officers.,0
ERGP23225354,"RENOVATION AND FURNISHING OF ISAAC ALFA LECTURE HALL BY DIRECT LABOUR
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,127750000,YES,HIGH,Renovating and furnishing a lecture hall directly supports the College's core mandate of providing advanced military education through classroom instruction and training facilities for officers.,0
ERGP23225364,"RENOVATION AND FURNISHING OF BOAM LECTURE HALL BY DIRECT LABOUR
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,127750000,YES,HIGH,Renovating and furnishing a lecture hall directly supports the College's core mandate of providing advanced military education through classroom instruction and training facilities.,0
ERGP23233164,"EQUIPPING OF COLLEGE LIBRARY/PROVISION OF E-LIBRARY FACILITIES
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,79800000,YES,HIGH,"Equipping the college library and providing e-library facilities directly supports the institution's core mandate of providing advanced military education through classroom instruction, research projects, and comprehensive professional military education to mid-career officers.",0
ERGP23233173,"PURCHASE OF NEW 5000L CAPACITY FIRE TRUCK AND EQUIPMENT
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,349300000,YES,HIGH,"A fire truck and equipment is essential safety infrastructure required for any educational institution, particularly a military training facility that must maintain operational readiness and protect personnel, facilities, and equipment.",0
ERGP23233175,"REMODELLING AND FURNISHING OF ABACHA HALL BY DIRECT LABOUR
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,180285000,YES,HIGH,Remodelling and furnishing of Abacha Hall directly supports the College's mandate to provide advanced military education by maintaining and improving essential infrastructure facilities needed for training mid-career officers.,0
ERGP23233182,"PROCUREMENT OF OPERATIONAL VEHICLES FOR THE COLLEGE
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,897406060,YES,HIGH,"Operational vehicles are essential infrastructure required for the College to effectively conduct its military education and training programs, including practical exercises, field training, and administrative operations necessary to fulfill its mandate of preparing officers for command and staff duties.",0
ERGP23233183,"PROCUREMENT OF STAFF CARS FOR DIRECTORS
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,840630000,YES,HIGH,"Procurement of staff cars for directors is necessary for the administrative operations and leadership functions of the college, which supports its core mandate of providing advanced military education and training.",0
ERGP26225213,"REHABILITATION OF SA DAMBO COLLEGE SPORT COMPLEX
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,126350000,YES,HIGH,"Rehabilitating a sports complex at the college directly supports the physical fitness and training infrastructure necessary for military education and officer development, which is core to the institution's mandate of preparing officers for command positions.",0
ERGP27201885,REMODELLING AND FURNISHING OF 9 BLOCKS OF 4 - BEDROOM BUNGALOWS IN CHIEF INSTRUCTORS' QUARTERS,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,549193120,YES,HIGH,Providing adequate housing for chief instructors is essential infrastructure that directly supports the College's mandate to deliver advanced military education by ensuring the institution can attract and retain qualified faculty.,0
ERGP27201887,REMODELLING AND FURNISHING OF 11 BLOCKS OF 4 - BEDROOM BUNGALOWS IN MAJORS' QUARTERS,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,659048544,YES,HIGH,Providing adequate housing facilities for military officers undergoing advanced training at the institution is essential infrastructure that directly supports the College's mandate to deliver comprehensive professional military education to mid-career officers.,0
ERGP27225155,REMODELLING OF COLLEGE LIBRARY TO OFFICES AND RENOVATION OF THE COLLEGE HEADQUATERS BUILDING BY DIRECT LABOUR,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,154672000,YES,HIGH,Renovating the college headquarters building and remodelling the library to offices directly supports the institution's core mandate of providing advanced military education by maintaining and improving essential infrastructure needed for training operations and administrative functions.,0
ERGP27225304,"REMODELLING AND RE-EQUIPPING OF SENIOR COURSE KITCHEN AND DINNING HALL
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,252560000,YES,HIGH,Remodelling and re-equipping kitchen and dining facilities directly supports the College's mandate to provide comprehensive residential training programs for mid-career military officers attending advanced courses.,0
ERGP27225312,"REMODELING AND RE-EQUIPPING OF JUNIOR COURSE KITCHEN AND DINNING HALL
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,267750000,YES,HIGH,Remodeling and re-equipping the junior course kitchen and dining hall directly supports the College's mandate to provide comprehensive residential training facilities for mid-career officers undergoing advanced military education.,0
ERGP27225385,"RENOVATION OF 10 BLOCKS OF SOLDIERS' ACCOMMODATION BY DIRECT LABOUR
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,509600000,YES,HIGH,Renovating accommodation blocks for military personnel directly supports the College's core mandate of providing advanced military education by ensuring proper housing infrastructure for officers undergoing training at the institution.,0
ERGP27233163,REMODELLING AND FURNISHING OF 9 BLOCKS OF 3 BEDROOM BUNGALOWS IN CAPTAINS' QUARTERS,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,480042780,YES,HIGH,Providing adequate housing facilities for military officers attending the Command and Staff College is essential infrastructure that directly supports the institution's mandate to deliver advanced military education and training to mid-career officers.,0
ERGP27233165,CONSTRUCTION AND FURNISHING OF QTY 2 BLOCKS OF SYNDICATE ROOMS AND DIRECTING STAFF OFFICES BY DIRECT LABOUR,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,1295467950,YES,HIGH,The construction of syndicate rooms and directing staff offices directly supports the College's mandate to provide advanced military education through classroom instruction and syndicate discussions as specified in their curriculum.,0
ERGP27233167,CONSTRUCTION AND FURNISHING OF QTY 2 BLOCKS OF 75 X 1 BEDROOM SELF CONTAINED STORY BUILDING FOR SENIOR COURSE STUDENTS BY DIRECT LABOUR,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,1295021700,YES,HIGH,Constructing accommodation facilities for Senior Course students directly supports the College's mandate to provide advanced military education by ensuring proper housing infrastructure for mid-career officers undergoing training.,0
ERGP27233169,CONSTRUCTION AND FURNISHING OF QTY 2 BLOCKS OF 90 X SINGLE ROOM FOR JUNIOR COURSE STUDENTS BY DIRECT LABOUR,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,1178320990,YES,HIGH,Construction of accommodation blocks for junior course students directly supports the College's mandate to provide advanced military education and training to mid-career officers by ensuring adequate housing facilities for students attending courses.,0
ERGP27233171,RENOVATION AND FURNISHING OF DEPUTY COMMANDANT HOUSE/PROVISION OF SOLAR INVERTER SYSTEM,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,126000000,YES,HIGH,Renovating and furnishing the Deputy Commandant's house with solar power systems directly supports the College's operational infrastructure needed to maintain its military educational institution and ensure proper accommodation for senior leadership essential to fulfilling its training mandate.,0
ERGP27233172,"REMODELLING AND EQUIPPING OF THE FIRE SERVICE STATION
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,80500000,PARTIAL,MEDIUM,"While fire service facilities are not explicitly mentioned in the mandate, remodelling and equipping a fire station could reasonably fall under the college's responsibility to maintain safe operational infrastructure for its military training activities and campus facilities.",50
ERGP27233179,RENOVATION AND FURNISHING OF THE DEPARTMENT OF AIRWARFARE LECTURE HALLS (YISA DOKO AND BELLO HALLS) BY DIRECT LABOUR,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,130200000,YES,HIGH,Renovating and furnishing airwarfare lecture halls directly supports the College's mandate to provide advanced military education and training facilities for mid-career officers across all three services including the Air Force.,0
ERGP27233185,"RENOVATION AND FURNISHING OF ACADEMIC DEPARTMENTS BY DIRECT LABOUR
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,336699300,YES,HIGH,Renovating and furnishing academic departments directly supports the College's core mandate of providing advanced military education through proper educational infrastructure and facilities.,0
ERGP27233187,"REMODELLING AND FURNISHING OF SOLDIERS' MESS
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,94150315,YES,HIGH,Remodelling and furnishing of soldiers' mess directly supports the College's mandate to provide comprehensive military education and training by ensuring adequate facilities for the welfare and accommodation of officers undergoing advanced military education at the institution.,0
ERGP27233188,"REMODELLING AND FURNISHING OF WARRANT OFFICERS' MESS
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,80220385,YES,HIGH,Remodelling and furnishing of warrant officers' mess facilities directly supports the College's mandate to provide comprehensive military education and training by ensuring appropriate accommodation and welfare facilities for military personnel at the institution.,0
ERGP29233180,"PROCUREMENT OF ICT, AUDIO VISUAL AND OFFICE EQUIPMENTS FOR ACADEMIC DEPARTMENTS",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,199430000,YES,HIGH,"ICT, audio visual and office equipment for academic departments directly supports the College's core mandate of providing advanced military education through classroom instruction, research projects, and comprehensive professional military training to mid-career officers.",0
ERGP29233184,PROCUREMENT AND INSTALLATION OF CENTRALIZED SECURITY SURVEILLANCE SYSTEM FOR THE COLLEGE,116008001,"COMMAND AND STAFF COLLEGE, JAJI",,164500000,YES,HIGH,Installing a centralized security surveillance system directly supports the College's core function of providing secure advanced military education and training facilities for officers of the Nigerian Armed Forces and allied nations.,0
ERGP30225378,"PROCUREMENT OF TRAINING AIDS/EQUIPMENT FOR ACADEMIC DEPARTMENTS
",116008001,"COMMAND AND STAFF COLLEGE, JAJI",,266000000,YES,HIGH,"Procurement of training aids and equipment for academic departments directly supports the College's core mandate of providing advanced military education and training to mid-career officers through classroom instruction, practical exercises, and comprehensive curriculum delivery.",0
ERGP30233469,PURCHASE OF 2 NOS. OF MONITORING TRUCKS FOR MONITORING AND REPORTING UNAPPROVED ADVERTISING AND MARKETING COMMUNICATIONS FOR LAGOS AND,123011001,ADVERTISING REGULATORY COUNCIL OF NIGERIA (ARCON),,98871850,YES,HIGH,The purchase of monitoring trucks directly supports ARCON's core mandate to regulate and control all forms of advertising by enabling field monitoring and enforcement of unapproved advertising and marketing communications.,0
ERGP30233471,"PURCHASE OF 2 NOS. OF ENFORCEMENT VAN FOR LAGOS AND ABUJA AT THE RATE OF N59,096,577.00 EACH",123011001,ADVERTISING REGULATORY COUNCIL OF NIGERIA (ARCON),,82735208,YES,HIGH,"Enforcement vehicles are necessary operational tools for ARCON to carry out its regulatory mandate of monitoring, investigating, and enforcing advertising compliance across different locations, particularly in major commercial centers like Lagos and Abuja.",0
ERGP30242681,"SUPPLY AND DISTRIBUTION OF FERTILIZERS TO FARMERS OF EBONYI CENTRAL SENATORIAL DISTRICT, EBONYI STATE.",123011001,ADVERTISING REGULATORY COUNCIL OF NIGERIA (ARCON),,35000000,NO,HIGH,Supply and distribution of fertilizers to farmers is an agricultural activity that falls completely outside ARCON's mandate as the regulatory body for advertising and marketing communications.,100
ERGP30242687,"TRAINING OF YOUTHS AND WOMEN IN MODERN AGRO-BUSINESS VENTURES, EBONYI CENTRAL SENATORIAL DISTRICT.",123011001,ADVERTISING REGULATORY COUNCIL OF NIGERIA (ARCON),,35000000,NO,HIGH,"Training youths and women in agro-business ventures has no connection to ARCON's mandate of regulating advertising, advertisements, and marketing communications in Nigeria.",100
ERGP30242696,"PROVISION OF ESSENTIAL TOOLS TO SUPPORT ARTISANS IN EDE NORTH/SOUTH/EGBEDORE/EJIGBO FEDERAL CONSTITUENCY, OSUN STATE",123011001,ADVERTISING REGULATORY COUNCIL OF NIGERIA (ARCON),,70000000,NO,HIGH,"Providing essential tools to support artisans in a specific federal constituency falls outside ARCON's mandate which is exclusively focused on regulating advertising, advertisements, and marketing communications in Nigeria.",100
ERGP30242711,"CONSTRUCTION AND RENOVATION OF SOME CLASSROOM BLOCKS IN SOME SELECTED SCHOOLS ACROSS EBONYI CENTRAL, EBONYI STATE.",123011001,ADVERTISING REGULATORY COUNCIL OF NIGERIA (ARCON),,350000000,NO,HIGH,Construction and renovation of classroom blocks in schools is completely outside ARCON's mandate as the apex regulatory body for advertising and marketing communications in Nigeria.,100
ERGP30242718,"""SUBSTANCE ABUSE PREVENTION AND MANAGEMENT TRAINING FOR YOUTHS ACROSS FUFORE/SONG FEDERAL CONSTITUENCY """,123011001,ADVERTISING REGULATORY COUNCIL OF NIGERIA (ARCON),,17500000,NO,HIGH,"This budget item focuses on substance abuse prevention training for youths in a specific constituency, which falls completely outside ARCON's mandate to regulate advertising and marketing communications.",100
ERGP27231465,REHABILITATION OF OFFICE BUILDING,124005001,"CIVIL DEFENCE, IMMIGRATION AND PRISON SERVICE BOARD (CIPB)",,49000000,YES,HIGH,"Rehabilitating office buildings is necessary for the Board to effectively carry out its administrative functions of recruitment, promotion, disciplinary matters, and policy formulation for the four paramilitary services under its governance.",0
ERGP29231467,PROVISION OF ICT INFRASTRUCTURE,124005001,"CIVIL DEFENCE, IMMIGRATION AND PRISON SERVICE BOARD (CIPB)",,111958389,PARTIAL,MEDIUM,"While ICT infrastructure could support the Board's administrative functions like recruitment, training coordination, and policy formulation across the four paramilitary services, it is not explicitly mentioned as a core responsibility in the agency's mandate which focuses primarily on human resource management functions.",50
