code,ergp_line_item,mda_code,agency,mother_ministry,amount,alignment,confidence,reason,mandate_deviation_score
ERGP27174747,"UPGRADE OF FACILITIES IN THE HEADQUARTERS BUILDING (OLD) AND STATE OFFICES
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,525000000.0,NO,HIGH,"The agency listed is the Federal Ministry of Agriculture and Food Security but the mandate described is for the North East Development Commission, creating a complete mismatch between the agency and its stated mandate.",100
ERGP27174760,"CONSTRUCTION OF FMARD HEADQUARTERS OFFICE COMPLEX
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,5670000000.0,NO,HIGH,The construction of FMARD headquarters office complex is unrelated to the North East Development Commission's mandate which specifically focuses on post-insurgency reconstruction and development in six northeastern states.,100
ERGP27231566,"CONSTRUCTION OF PUBLIC TOILETS, RURAL MARKETS AND HOUSING INFRASTRUCTURES IN THE SIX GEO-POLITICAL ZONES",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,764893597.0,NO,HIGH,"The budget item covers all six geo-political zones while the agency mandate specifically limits operations to only six states in the North-East zone (Adamawa, Bauchi, Borno, Gombe, Taraba, and Yobe).",100
ERGP28175039,PROVISION OF PORTABLE WATER IN RURAL COMMUNITIES IN THE 6 GEO-POLITICAL ZONES,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1050000000.0,NO,HIGH,"The budget item covers all 6 geo-political zones nationwide while the agency's mandate is specifically limited to the North-East zone comprising only 6 states (Adamawa, Bauchi, Borno, Gombe, Taraba, and Yobe).",100
ERGP30105248,"CONTRIBUTION TO INTERNATIONAL ORGANIZATIONS
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,117788792.0,NO,HIGH,"The agency mandate describes the North East Development Commission focused on insurgency recovery in six northeastern states, but the budget item shows Federal Ministry of Agriculture and Food Security headquarters, creating a complete mismatch between the agency and its described mandate.",100
ERGP30126578,"RESEARCH ON HUMAN CAPITAL DEVELOPMENT IN AGRICULTURE
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,385000000.0,NO,HIGH,"The agency mandate describes the North East Development Commission focused on post-insurgency reconstruction and rehabilitation, which does not match the Federal Ministry of Agriculture and Food Security conducting agricultural research.",100
ERGP30159116,"COUNTERPART FUNDING OF AGRICULTURAL PROJECTS WITH DONOR AGENCIES
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,511649483.0,NO,HIGH,"The agency mandate describes the North East Development Commission focused on post-insurgency reconstruction and rehabilitation, but the agency name is Federal Ministry of Agriculture and Food Security, creating a complete mismatch between the agricultural budget item and the reconstruction-focused mandate provided.",100
ERGP30174655,"SURVEYING AND MAPPING OF ACQUIRED MINISTRY'S LANDS AND FACILITIES
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,50575907.0,NO,HIGH,"The agency mandate described is for the North East Development Commission focused on insurgency recovery, but the budget item for surveying and mapping ministry lands belongs to the Federal Ministry of Agriculture and Food Security, creating a clear mismatch between the agency and its stated mandate.",100
ERGP30174685,"IMPLEMENTATION OF AGRICULTURAL FOOD SECURITY PROGRAMS
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,NO,HIGH,"The agency mandate describes the North East Development Commission focused on insurgency rehabilitation and reconstruction, but the agency name indicates the Federal Ministry of Agriculture and Food Security, creating a clear mismatch where agricultural food security programs would align with the ministry name but not the stated NEDC mandate.",100
ERGP30174912,"NATIONAL COUNCIL ON AGRICULTURE AND RURAL DEVELOPMENT
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,129799968.0,NO,HIGH,"The budget item relates to national agricultural policy coordination while the agency mandate is specifically focused on North-East reconstruction and rehabilitation following insurgency, with no mention of agricultural policy or rural development coordination responsibilities.",100
ERGP30175085,"MAINSTREAMING GENDER IN AGRIBUSINESS
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,607517786.0,NO,HIGH,"The agency mandate is for the North East Development Commission focused on insurgency recovery and reconstruction, but the budget item is assigned to the Federal Ministry of Agriculture and Food Security which has no connection to the stated North East Development Commission mandate.",100
ERGP30175109,NATIONAL PROGRAMME FOR THE CONTROL OF TRANSBOUNDARY PESTS AND INTEGRATED PESTS SURVEILLANCE,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,NO,HIGH,The budget item relates to agricultural pest control which does not match the agency mandate focused on North-East reconstruction and rehabilitation from insurgency damage.,100
ERGP30193870,INFRASTRUCUTURES DEVELOPMENT IN THE 37 FIELD AND 6 ZONAL COORDINATING OFFICES,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,700000000.0,NO,HIGH,"The agency mandate provided is for the North East Development Commission (covering 6 specific states) but the agency name is Federal Ministry of Agriculture and Food Security, creating a clear mismatch between the agency identity and the assigned mandate.",100
ERGP30208758,"AGRICULTURE AND FOOD SECURITY STAKEHOLDERS' ANALYSIS AND MAPPING STUDY
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,35209245.0,NO,HIGH,"The agency mandate described is for the North East Development Commission focused on post-insurgency reconstruction and rehabilitation, which does not match the Federal Ministry of Agriculture and Food Security agency name or typical agricultural stakeholder mapping activities.",100
ERGP30208761,REVIEW OF EXISTING AGRICULTURAL LAWS AND DRAFTING OF NEW ONES TO SUPPORT AGRIBUSINESS AND INVESTMENTS FOR AGRICULTURAL DEVELOPMENT AND FOOD AND,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,NO,HIGH,"The agency mandate is specifically for the North East Development Commission focused on post-insurgency reconstruction and rehabilitation, but the agency name indicates the Federal Ministry of Agriculture, creating a clear mismatch between the agricultural budget item and the North-East reconstruction mandate provided.",100
ERGP30208768,INSTITUTIONALIZING THE NIGERIAN FOOD SYSTEM DASHBOARD ON THE STATE OF FOOD AND NUTRITION IN THE COUNTRY,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1750000000.0,NO,HIGH,"The budget item relates to establishing a national food system dashboard which falls under agricultural and food security functions, but the agency mandate described is specifically for the North East Development Commission focused on insurgency victim rehabilitation and reconstruction in six northeastern states.",100
ERGP30208769,DEVELOPMENT OF DIGITAL MOBILE-BASED EXTENSION AND ADVISORY SYSTEM TO SUPPORT FARMERS PRODUCTIVITY,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,175699773.0,NO,HIGH,"The mandate described is for the North East Development Commission focused on post-insurgency reconstruction and rehabilitation, which does not match the Federal Ministry of Agriculture and Food Security agency name or agricultural extension services.",100
ERGP30208770,DEVELOPMENT AND IMPLEMENTATION OF THE NATIONAL FARMERS SOIL HEALTH CARD SCHEME TO INCREASE PRODUCTIVITY,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,840000000.0,NO,HIGH,"The budget item relates to national agricultural productivity improvement, but the agency mandate is specifically focused on North-East reconstruction and rehabilitation following insurgency, not general agricultural development programs.",100
ERGP30208774,"FOOD SECURITY CROPS VALUE CHAINS DEVELOPMENT PROGRAMS ON EXPORT CROPS
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1063646136.0,NO,HIGH,"The agency mandate is for the North East Development Commission focused on insurgency rehabilitation and reconstruction, but this is actually the Federal Ministry of Agriculture budget item for export crop development which doesn't match the stated North East Development Commission mandate.",100
ERGP30208781,"EDUCATION PROMOTION OF HOME GARDEN, HOME ECONOMICS AND NUTRITION KNOWLEDGE TRANSFER AND PRACTICE AT THE STATE AND LOCAL GOVERNMENTS",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,476742384.0,NO,HIGH,"The mandate describes the North East Development Commission focused on post-insurgency reconstruction and rehabilitation in six northeastern states, which does not match the Federal Ministry of Agriculture and Food Security's agricultural education and nutrition programs.",100
ERGP30208782,DEVELOPMENT AND ESTABLISHMENT OF NATIONAL AGRICULTURAL DATABASE CENTRE FOR PRODUCTIVITY,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,222736375.0,NO,HIGH,"The budget item relates to establishing a national agricultural database center, but the agency mandate is specifically for North-East reconstruction and rehabilitation following insurgency, with no mention of agricultural database development responsibilities.",100
ERGP30208785,DEVELOPMENT OF FRAMEWORK AND CONDUCT OF TECHNOLOGY / ICT ENABLED FARMS AND FARMERS ENUMERATION AND MAPPING,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,840000000.0,NO,HIGH,"The budget item relates to agricultural technology and farmer enumeration which falls under the Federal Ministry of Agriculture's mandate, but the agency mandate described is for the North East Development Commission focused on insurgency rehabilitation and reconstruction.",100
ERGP30208786,"CAPACITY BUILDING ON PROJECTS MONITORING EVALUATION, ACCOUNTABILITY AND LEARNING FOR EFFICIENCY AND HIGH PERFORMANCE FOR FOOD AND NUTRITION",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,282936375.0,NO,HIGH,"The budget item focuses on food and nutrition capacity building which falls under agricultural ministry functions, but the agency mandate is specifically for North-East reconstruction and rehabilitation following insurgency, with no mention of food security or agricultural development responsibilities.",100
ERGP30208793,DEVELOPMENT OF A NATIONAL AGRICULTURAL MECHANISATION ENTERPRISE DEVELOPMENT SCHEME FOR YOUTH AGRIPRENEURS TOWARDS INCREASED,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,NO,HIGH,"The budget item relates to national agricultural mechanization for youth entrepreneurs, but the agency mandate is specifically focused on North-East reconstruction and rehabilitation following insurgency, not general agricultural development programs.",100
ERGP30208795,DEVELOPMENT OF ICT TOOLS FOR AGRICULTURE PRODUCTIVITY THROUGH YOUTH HACKATHON FOR CLIMATE SMART TECHNOLOGY,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,70397523.0,NO,HIGH,"The budget item is for the Federal Ministry of Agriculture and Food Security but the mandate described is for the North East Development Commission, which has no agricultural development responsibilities.",100
ERGP30208799,DEVELOPMENT AND IMPLEMENTATION OF STRATEGIC COMMUNICATION TO PROMOTE AGRICULTURE AND FOOD SECURITY VALUE CHAINS DEVELOPMENT AND KNOWLEDGE,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,505759062.0,NO,HIGH,"The agency mandate is for the North East Development Commission focused on post-insurgency reconstruction and rehabilitation, but the agency name indicates Federal Ministry of Agriculture and Food Security, creating a clear mismatch where the budget item aligns with the ministry name but not the stated mandate.",100
ERGP30208807,PROVISION OF INFRASTRUCTURE FOR INTERNATIONAL PUBLIC SECTOR ACCOUNTING STANDARD (IPSAS) & CAPACITY BUILDING FOR ACCOUNTS AND BUDGET OFFICERS ON,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,514795390.0,NO,HIGH,"The budget item for IPSAS infrastructure and capacity building for accounts officers belongs to the Federal Ministry of Agriculture and Food Security but the mandate described is for the North East Development Commission, creating a clear mismatch between the agency and its stated mandate.",100
ERGP30208810,FIELD AND PROTECTIVEGEARS FOR VISIT AND OPERATIONAL SUPERVISION OF AGRICULTURE AND FOOD SECURITY PROJECTS,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,420000000.0,NO,HIGH,"The agency mandate describes the North East Development Commission focused on insurgency recovery and reconstruction in six northeastern states, but the budget item is allocated to the Federal Ministry of Agriculture and Food Security headquarters, creating a clear mismatch between the agency and its stated mandate.",100
ERGP30231444,"EXTENSION SERVICES SUPPORT TO ALL THE AGRICULTURAL VALUE CHAINS
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,941605065.0,NO,HIGH,"The budget item relates to general agricultural extension services nationwide, but the agency mandate is specifically for North-East reconstruction and rehabilitation following insurgency, not agricultural development activities.",100
ERGP30231450,PROMOTION OF CLIMATE SMART FOOD PRODUCTION PROGRAMME FOR YOUTH EMPOWERMENT,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,203588284.0,NO,HIGH,"The mandate described is for the North East Development Commission focused on insurgency recovery and reconstruction, which does not match the Federal Ministry of Agriculture and Food Security agency name or relate to climate smart food production programs.",100
ERGP30231454,"IMPLEMENTATION OF ECOWAS AGRO-ECOLOGY PROGRAMMES IN NIGERIA
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,NO,HIGH,"The mandate describes the North East Development Commission focused on post-insurgency reconstruction and rehabilitation in six northeastern states, which does not align with implementing ECOWAS agricultural programs that would typically fall under the Ministry of Agriculture's scope.",100
ERGP30231485,ESTABLISHMENT OF AGRICULTURE INNOVATION HUB IN THE MINISTRY AND STAKEHOLDERS ENGAGEMENT IN LINE WITH PRESIDENTIAL PRIORITIES,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,NO,HIGH,"The agency mandate describes the North East Development Commission focused on post-insurgency reconstruction and rehabilitation in six northeastern states, which does not match the Federal Ministry of Agriculture and Food Security's agricultural innovation activities.",100
ERGP30231488,PROMOTION AND DEVELOPMENT OF AGRICULTURAL VALUE CHAIN COOPERATIVES TO SCALE UP FOOD PRODUCTION AND ENSURE FOOD SECURITY FOR NIGERIA,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,765800000.0,NO,HIGH,"The agency mandate describes the North East Development Commission focused on post-insurgency reconstruction and rehabilitation in six northeastern states, but the agency name indicates the Federal Ministry of Agriculture and Food Security, creating a clear mismatch between the stated mandate and the agricultural budget item.",100
ERGP30231504,"ESTABLISHMENT OF COTTAGE AND SMALL SCALE AGRO PROCESSING INDUSTRIES IN SELECTED STATES FOR VALUE ADDITION, EMPLOYMENT GENERATION AND FOOD",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,231000000.0,NO,HIGH,"The agency mandate describes the North East Development Commission focused on insurgency rehabilitation in six specific northeastern states, while the agency name indicates the Federal Ministry of Agriculture and Food Security, creating a clear mismatch between the agricultural budget item and the insurgency-focused mandate provided.",100
ERGP30231508,"DEVELOPMENT OF A COMPENDIUM OF AGRO-BASE EQUIPMENT MANUFACTURERS, FABRICATORS, AND AGRO PROCESSORS IN NIGERIA",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,175000000.0,NO,HIGH,"The agency mandate is for the North East Development Commission focused on insurgency rehabilitation and reconstruction, but the agency name indicates the Federal Ministry of Agriculture, creating a clear mismatch where this agricultural equipment compendium would not align with the stated North East Development Commission mandate.",100
ERGP30231510,"ESTABLISHMENT OF THE AGRO-PRODUCE CONDITIONING CENTRES IN FARM CLUSTERS
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,140000000.0,NO,HIGH,"The agency mandate is for the North East Development Commission focused on insurgency recovery and reconstruction, but this is listed under the Federal Ministry of Agriculture and Food Security which has a completely different agricultural mandate.",100
ERGP30231512,"PROMOTION OF LOCAL FABRICATION OF AGRO PROCESSING TOOLS, EQUIPMENT AND MACHINERY FOR PROMOTION OF AGRIBUSINESS",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,70000000.0,NO,HIGH,"The agency mandate is for the North East Development Commission focused on post-insurgency reconstruction and rehabilitation, not agricultural processing equipment promotion which falls under the Federal Ministry of Agriculture's mandate.",100
ERGP30231514,SUPPORT FOR AGRO PROCESSORS IN THE ACQUISITION OF EQUIPMENT FOR AGRICULTURAL VALUE CHAINS,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,231000000.0,NO,HIGH,"The agency mandate describes the North East Development Commission's post-insurgency reconstruction and rehabilitation activities, but the budget item is assigned to the Federal Ministry of Agriculture and Food Security, which has a completely different mandate focused on national agricultural development rather than regional post-conflict recovery.",100
ERGP30231515,AGRIBUSINESS TRAINING FOR MSMES WOMEN AND YOUTHS TO BE CARRIED OUT ACROSS THE 3 GEO-POLITICAL ZONES,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,126000000.0,NO,HIGH,"The agency mandate is specifically for the North East Development Commission focused on insurgency recovery in six specific states, but this budget item is assigned to the Federal Ministry of Agriculture and covers three geo-political zones which exceeds the commission's geographic scope and primary mandate.",100
ERGP30231516,"UPGRADE OF MARKETS IN LOCAL COMMUNITIES IN SELECTED STATES.
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,350000000.0,NO,HIGH,"The agency mandate provided is for the North East Development Commission (focused on insurgency recovery in six specific northeastern states), but the agency name is Federal Ministry of Agriculture and Food Security, indicating a mismatch between the stated agency and its described mandate.",100
ERGP30231518,DEVELOPMENT OF COLD CHAIN FACILITIES TO SUPPORT FARMERS IN SOME SELECTED STATES ACROSS THE 3 GEOPOLITICAL ZONES,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,182000000.0,NO,HIGH,"The agency mandate is specifically for the North East Development Commission focused on insurgency victims and reconstruction in six northeastern states, but this is attributed to the Federal Ministry of Agriculture and Food Security with a nationwide scope across three geopolitical zones.",100
ERGP30231519,DEVELOPMENT AND CAPACITY BUILDING ON AGRICULTURAL PRODUCT IMPROVEMENT FOR VALUE ADDITION AND INCOME GENERATION,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,105000000.0,NO,HIGH,"The agency mandate described is for the North East Development Commission focused on insurgency rehabilitation and reconstruction, but the agency name is Federal Ministry of Agriculture and Food Security, creating a complete mismatch between the stated mandate and the agricultural budget item.",100
ERGP30231520,COLLABORATION WITH DEVELOPMENT PARTNERS IN CAPACITY BUILDING FOR STANDARD OF EXPORTABLE CROP FOR ZERO REJECTION.,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,73606389.0,NO,HIGH,"The budget item relates to agricultural export standards and capacity building, which does not align with the North East Development Commission's specific mandate focused on post-insurgency reconstruction, rehabilitation, and development in the six northeastern states.",100
ERGP30231562,"DEVELOPMENT AND IMPROVEMENT OF FMAFS CAREER IN AGRICULTURE
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,69300000.0,NO,HIGH,"The budget item focuses on career development in agriculture for the Federal Ministry of Agriculture, which does not align with the North East Development Commission's specific mandate to rehabilitate and reconstruct the North-East region affected by insurgency.",100
ERGP30231563,"PROFESSIONALIZATION OF THE HUMAN RESOURCES MANAGEMENT DEPARTMENT
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,47600000.0,NO,HIGH,"The mandate provided is for the North East Development Commission (focused on insurgency recovery in six northeastern states), which does not match the Federal Ministry of Agriculture and Food Security, and the budget item for HR department professionalization does not align with either agency's core functions.",100
ERGP30231565,ELECTRIFICATION OF AGRO AND RURAL INDUSTRIAL COMMUNITIES IN 2 GEOPOLITICAL ZONES,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,700000000.0,NO,HIGH,"The mandate describes the North East Development Commission which focuses on post-insurgency reconstruction in six specific North-East states, while the agency name indicates the Federal Ministry of Agriculture and Food Security, creating a complete mismatch between the stated agency and its described mandate.",100
ERGP30231570,RURAL NON-FARM EMPOWERMENT SUPPORT (PROMOTION OF MICRO SMALL MEDIUM ENTERPRISE -MSMEs) IN THE 6 GEO-POLITICAL ZONES,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,708347736.0,NO,HIGH,"The agency mandate is specifically for the North-East Development Commission focused on insurgency recovery in 6 northeastern states, while the budget item covers all 6 geopolitical zones nationwide, which exceeds the agency's geographic and sectoral scope.",100
ERGP30231571,"STRENTHENING MOBILIZATION & AWARENESS CREATION , NEEDS ASSESMENT IN RURAL COMMUNITIES FOR IMPROVED AGRICULTURAL PRODUCTION",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,91801242.0,NO,HIGH,"The budget item relates to agricultural production mobilization and awareness, but the agency mandate is specifically for North-East reconstruction and rehabilitation following insurgency, not general agricultural development.",100
ERGP30237810,CONSTRUCTION OF MALE AND FEMALE HOSTELS IN NABANJE FEDERAL COLLEGE OF AGRICULTURE AND TECHNOLOGY,215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1400000000.0,NO,HIGH,"The agency mandate described is for the North East Development Commission focused on insurgency rehabilitation in six specific states, but the agency name is Federal Ministry of Agriculture and Food Security, creating a complete mismatch between the stated mandate and the agricultural education infrastructure project.",100
ERGP30237813,"CONSTRUCTION OF COMPUTER CENTRES
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,700000000.0,NO,HIGH,"The agency mandate provided is for the North East Development Commission, not the Federal Ministry of Agriculture and Food Security, creating a clear mismatch between the agency name and its stated mandate.",100
ERGP30237818,"CONSTRUCTION OF RESIDENT FOR RECTOR WITH FINISHING
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,560000000.0,NO,HIGH,"The mandate provided is for the North East Development Commission focusing on insurgency recovery and reconstruction, but the agency name is Federal Ministry of Agriculture and Food Security, creating a clear mismatch, and constructing a rector's residence does not align with either mandate.",100
ERGP30237821,"CONSTRUCTION OF HOUSES FOR BURSER AND CHEIF LABRERIAN WITH FINISHING
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,595000000.0,NO,HIGH,"The mandate provided is for the North East Development Commission focused on insurgency recovery and reconstruction, but the agency name is Federal Ministry of Agriculture and Food Security, creating a clear mismatch, and constructing houses for specific staff positions (Burser and Chief Librarian) does not align with either mandate.",100
ERGP30237822,"CONSTRUCTION OF ADMINISTRATION BLOCK
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,700000000.0,NO,HIGH,"The agency mandate provided is for the North East Development Commission, not the Federal Ministry of Agriculture and Food Security, and constructing an administration block does not align with agricultural and food security functions.",100
ERGP30237824,"CONSTRUCTION OF FENCING
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1400000000.0,NO,HIGH,"The agency mandate provided is for the North East Development Commission (focused on insurgency recovery in six northeastern states), which does not match the Federal Ministry of Agriculture and Food Security, and construction of fencing does not align with either agency's core functions.",100
ERGP30237827,"CONSTRUCTION OF LABROTERIES
",215001001,FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,1400000000.0,NO,HIGH,"The agency mandate provided is for the North East Development Commission (focused on insurgency victims and regional reconstruction), but the agency name is Federal Ministry of Agriculture and Food Security, creating a clear mismatch where laboratory construction doesn't align with the insurgency-focused mandate listed.",100
