code,ergp_line_item,mda_code,agency,mother_ministry,amount,alignment,confidence,reason,mandate_deviation_score
ERGP22204297,"WORLD RADIO DAY CELEBRATION
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,3360000.0,YES,HIGH,"World Radio Day celebration directly aligns with the Ministry's mandate to manage Federal Radio Corporation of Nigeria, promote public broadcasting services, and coordinate public enlightenment campaigns.",0
ERGP26227074,"PURCHASE OF SPORTS EQUIPMENT AND OCCUPATIONAL HEALTH SYSTEM
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,12250000.0,NO,HIGH,"The purchase of sports equipment and occupational health systems falls outside the Ministry's core mandate of government communication, public information dissemination, media regulation, and national orientation activities.",100
ERGP27124052,"REHABILITATION AND REPAIRS OF OFFICE BUILDING
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,51228563.0,YES,HIGH,"Rehabilitation and repairs of office buildings is necessary for the Ministry to maintain functional facilities required to carry out its core mandate of government communication, public information dissemination, and coordination of various media agencies and public enlightenment activities.",0
ERGP27124059,"RENOVATION OF ARCHIVAL FACILITIES
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,11496520.0,PARTIAL,MEDIUM,"While archival facilities could support the Ministry's information dissemination and historical documentation functions, archival services are not explicitly listed among the core statutory functions and would typically fall under agencies like National Archives.",50
ERGP27206951,"PURCHASE OF OFFICE FURNITURE AND OFFICE EQUIPMENT
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,35000000.0,YES,HIGH,"Purchase of office furniture and equipment is necessary for the Ministry to effectively carry out its core functions of government communication, information dissemination, and coordinating various media agencies and regulatory bodies.",0
ERGP29172017,"DIGITIZATION OF MINISTRY'S PROCESSES. ENTERPRISE CONTENT MANAGEMENT (ECM)
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,49505172.0,YES,HIGH,Digitization of Ministry's processes and Enterprise Content Management directly supports the Ministry's core function of coordinating government's digital communication strategy and facilitating efficient information dissemination about government policies and activities.,0
ERGP29225627,"ESTABLISHMENT OF WORKSTATION IN CPO, CAPITAL, SECTIONS OF FINANCE AND ACCOUNTS",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,13986000.0,YES,HIGH,Establishing workstations in core administrative sections like Finance and Accounts is essential infrastructure needed to support the Ministry's mandate of government communication and information dissemination activities.,0
ERGP30204369,CAPACITY BUILDING ON E-REVENUE COLLECTION AND IPSAS IMPLEMENTATION FOR STAFF OF FINANCE & ACCOUNTS DEPARTMENT,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,21215241.0,NO,HIGH,"This budget item focuses on internal financial management training which falls outside the Ministry's core mandate of government communication, public information dissemination, media regulation, and national orientation.",100
ERGP30204372,DEVELOPMENT AND LAUNCHING OF THE NATIONAL INFORMATION AND ORIENTATION POLICY,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,3500000.0,YES,HIGH,Developing and launching a National Information and Orientation Policy directly aligns with the Ministry's core mandate to coordinate government communication strategy and national orientation programmes.,0
ERGP30206927,"UNESCO GENERAL CONFERENCE (INFORMATION)
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,14000000.0,YES,HIGH,"UNESCO General Conference participation aligns with the Ministry's mandate to promote Nigeria's image internationally, coordinate government communication strategy, and manage international broadcasting through Voice of Nigeria.",0
ERGP30225848,"PURCHASE OF STAFF WELFARE BUS
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,87500000.0,PARTIAL,MEDIUM,"While staff welfare buses are not directly related to the Ministry's core information and national orientation mandate, they could be justified as necessary administrative support for staff who conduct field activities like public enlightenment campaigns and national orientation programs across the country.",50
ERGP30226125,PUBLICATION ON PILLARS/FOCUS AND MANIFESTATIONS/IMPLEMENTATIONS OF THE RENEWED HOPE AGENDA,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,50400000.0,YES,HIGH,"Publishing materials on the government's ""Renewed Hope Agenda"" directly falls under the Ministry's core mandate to disseminate information about Federal Government policies, programmes and activities to citizens.",0
ERGP30226314,"PURCHASE,INSTALLATION/TRAINING OF DIRECT IMAGING MACHINE FOR FGP
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,62072219.0,NO,HIGH,"The purchase and installation of a direct imaging machine for FGP (likely Federal Government Press) is a technical printing equipment acquisition that falls outside the Ministry's core mandate of information dissemination, media regulation, and public communication, which does not include operating printing facilities or acquiring specialized printing machinery.",100
ERGP30226412,REHABILITATION OF PRINTING EQUIPMENT/SUPPLY AND INSTALLATION OF 10 SOPHISTICATED GRAPHIC COMPUTER TO FGP LAGOS AND ABUJA,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,55486341.0,YES,HIGH,Rehabilitating printing equipment and installing graphic computers for Federal Government Press (FGP) directly supports the Ministry's core mandate of disseminating government information and coordinating official communication strategy.,0
ERGP30226479,"CONSTRUCTION OF PERIMETER FENCE IN FGP APAPA LAGOS
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,31500140.0,PARTIAL,MEDIUM,"While constructing perimeter fence for Federal Government Press Centre Apapa could support the Ministry's mandate to coordinate government communication and media engagement activities, infrastructure development is not explicitly listed among the Ministry's core statutory functions focused on information dissemination and media regulation.",50
ERGP30226574,"PURCHASE OF UTILITY VEHICLE FOR NATIONAL ARCHIVES
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,45500000.0,NO,HIGH,"The National Archives is not under the Federal Ministry of Information and National Orientation's supervision and archives management is outside the Ministry's core mandate of government communication, broadcasting, and national orientation.",100
ERGP30227008,"INSTITUTIONALIZATION OF PMS AND PERSONNEL AUDIT IN THE MINISTRY
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,28001260.0,YES,HIGH,Institutionalizing Performance Management Systems (PMS) and personnel audit falls within the Ministry's administrative and organizational mandate to effectively manage its workforce and operations for optimal delivery of its information and communication functions.,0
ERGP30227154,"ESTABLISHMENT AND EQUIPPING OF IPPIS SELF SERVICE CENTRE AND REGISTRY
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,12250000.0,NO,HIGH,"Establishing and equipping IPPIS self service centres relates to payroll management systems which falls outside the Ministry's core mandate of government communication, media regulation, and national orientation.",100
ERGP30227562,"DEVELOPMENT OF SOFTWARE AND PURCHASE OF PHOTOCOPING MACHINES, COMPUTER AND ACCESSORIES",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,51205669.0,YES,HIGH,"The purchase of computers, accessories, and software directly supports the Ministry's core functions of government communication, digital communication strategy, and information dissemination, while photocopying machines are essential for producing and distributing official information materials.",0
ERGP30227650,"PROCUREMENT OF FURNITURE AND DESKTOP COMPUTERS AND ACCESSIRIES FOR FIC'S
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,17500000.0,YES,HIGH,"Procurement of furniture and desktop computers with accessories is necessary for the Ministry's core operations of government communication, information dissemination, and coordination of digital communication strategies.",0
ERGP30227681,"INTERNATIONAL DAY FOR UNIVERSAL ACCESS TO INFORMATION (IDUAI)
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,32900000.0,YES,HIGH,"The International Day for Universal Access to Information aligns directly with the Ministry's core mandate to disseminate government information, promote press freedom, facilitate media access to information, and coordinate public enlightenment campaigns.",0
ERGP30227720,OFFICE RENOVATION AND FURNITURE FOR LAGOS LIASON AND FEDERAL INFORMATION CENTER IKOYI LAGOS,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,21000000.0,YES,HIGH,Office renovation and furniture for the Lagos liaison and Federal Information Center directly supports the Ministry's core mandate of disseminating government information and maintaining operational facilities for public communication services.,0
ERGP30227737,"MONITORING AND COLLATION OF FEEDBACK FROM THE GRASSROOT VIA FICS
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,7000000.0,YES,HIGH,Monitoring and collating feedback from grassroots via Federal Information Centers directly supports the Ministry's mandate to facilitate democratic governance through transparent communication and coordinate public enlightenment on government policies.,0
ERGP30227883,PRODUCTION OF MONTHLY FEDERAL GOVERNMENT OF NIGERIAN MAGAZINE(FGN CONNECT),123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,39200000.0,YES,HIGH,"Production of a monthly Federal Government magazine directly aligns with the Ministry's core mandate to disseminate information about government policies, programmes and activities to citizens and coordinate government communication strategy.",0
ERGP30227902,"WEEKLY MINISTERIAL PRESS BRIEFING FOR ALL MDAS
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,35000000.0,YES,HIGH,"Weekly ministerial press briefings for all MDAs directly falls under the Ministry's statutory function to organize press briefings, coordinate government communication strategy, and disseminate information about Federal Government policies and activities.",0
ERGP30227926,PROMOTION OF NIGERIA EXPLORE SOCIAL MEDIA PLATFORMS TO COMPLEMENT THE NATIONAL PORTAL,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,21000000.0,YES,HIGH,This budget item directly aligns with the Ministry's mandate to coordinate government's digital communication and social media strategy while promoting Nigeria's image and disseminating information about government policies and programmes.,0
ERGP30227951,"TRAINING ON FACT CHECKING,PR AND PROTOCOL OFFICERS IN THE PUBLIC RELATIONS AND PROTOCOL DEPARTMENT",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,14000000.0,YES,HIGH,"Training on fact checking, PR and protocol officers directly supports the Ministry's core functions of coordinating government communication strategy, countering misinformation/disinformation, and facilitating media engagements and press briefings.",0
ERGP30228049,PLACEMENT OF ADS/WRAP AROUNDS IN NATIONAL DAILIES FOR MAY 29 AND OCTOBER 1,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,28000000.0,YES,HIGH,"Placement of advertisements in national dailies for significant national dates like May 29 (Democracy Day) and October 1 (Independence Day) directly aligns with the Ministry's core functions of disseminating government information, coordinating public enlightenment campaigns, and promoting national orientation and integration.",0
ERGP30228094,"CAPITAL PROJECT INSPECTION AND EXAMINATION FOR AUDIT TEAM
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,12950000.0,NO,HIGH,"Capital project inspection and examination for audit teams is an internal audit/oversight function that falls outside the Ministry's core mandate of government communication, public information dissemination, media regulation, and national orientation.",100
ERGP30228362,MONITORING OF PROJECTS AND MEDIA TOUR ACROSS THE 36 STATES IN THE COUNTRY,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,35000000.0,YES,HIGH,"This budget item directly aligns with the Ministry's core mandate to disseminate information about government policies and programmes, coordinate public enlightenment campaigns, and facilitate media access to government information across the country.",0
ERGP3140452,"MONITORING AND EVALUATION OF FEDERAL GOVERNMENT PROGRAMMES, PROJECTS AND ACHIEVEMENTS",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,13300000.0,PARTIAL,MEDIUM,"While monitoring and evaluation of government programmes could relate to the Ministry's role in disseminating information about government policies and activities, this function appears more suited to dedicated M&E agencies rather than being a core mandate of the information and communication-focused Ministry.",50
ERGP3172007,"CREATION OF FIXED ASSETS REGISTER: IDENTIFICATION, TRACKING, COLLATION, CLASSIFICATION AND VALUATION FOR THE PURPOSE OF INCLUSION IN THE",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,13965000.0,NO,HIGH,"Creating fixed assets registers for identification, tracking, collation, classification and valuation is an internal administrative/accounting function that does not relate to the Ministry's core mandate of government communication, public information dissemination, media regulation, or national orientation activities.",100
ERGP3172241,"DIGITIZATION OF PROCUREMENT RECORDS, TENDER ADMINISTRATION AND PROCESS
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,18854920.0,NO,HIGH,"Digitization of procurement records and tender administration is an internal administrative function that does not relate to the Ministry's core mandate of government communication, public information dissemination, media regulation, or national orientation.",100
ERGP7124036,"EQUIPMENT FOR THE IMPLEMENTATION OF PUBLICSERVICE FINANCIAL REFORM (IPPIS, TSA, GIFMIS, NCOA etc) IN LINE WITH THE IPSAS PROJECT OF THE FEDERAL",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,12681027.0,NO,HIGH,"This budget item relates to financial management systems and accounting reforms which fall outside the Ministry's core mandate of government communication, public information dissemination, and media regulation.",100
ERGP7204362,"CAPITAL BUDGET IMPLEMENTATION/MONITORING SCHEDULE FOR BUDGET OFFICERS
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,13988251.0,NO,HIGH,"Capital budget implementation and monitoring for budget officers is an internal financial management function that does not relate to the Ministry's core mandate of government communication, public information dissemination, media regulation, or national orientation activities.",100
ERGP9124023,"SPECIAL ENLIGHTENMENT CAMPAIGN ON GOVERNMENT POLICIES AND PROGRAMMES; THE RENEWED HOPE AGENDA,NATIONAL CAMPAIGN ON DISABILITY RIGHTS AND",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,63000000.0,YES,HIGH,"Special enlightenment campaigns on government policies and programmes directly align with the Ministry's core statutory functions of disseminating information about Federal Government policies, coordinating public enlightenment campaigns, and promoting civic education.",0
ERGP9124024,"INSTITUTIONAL INTERACTION WITH STAKEHOLDERS i.e. NUJ, NAWOJ, RATTAWU, NGE, BLOGGER, ONLINE PUBLISHERS, NPAN ETC, AS WELL AS WEEKLY MINISTERIAL PRESS",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,14000000.0,YES,HIGH,"This budget item directly supports the Ministry's statutory functions of organizing press briefings and ministerial press conferences, facilitating media access to government information, and coordinating with media stakeholders as part of their core communication mandate.",0
ERGP9124025,"FACILITATION OF MINISTERIAL MEDIA APPEARANCES FOR 36 MINISTERS, INFLUENCERS AND ANALYSTS ON RADIO AND TELEVISION AS WELL AS SOCIAL AND PRINT-MEDIA",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,21000000.0,YES,HIGH,"This budget item directly aligns with the Ministry's core mandate to coordinate government communication strategy, facilitate media access to government officials, and organize media engagements as specified in functions (b), (n), and (o).",0
ERGP9124026,"TOWN HALL MEETINGS ON TOPICAL ISSUES
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,30800000.0,YES,HIGH,"Town hall meetings on topical issues directly align with the Ministry's mandate to disseminate government information, coordinate public enlightenment campaigns, promote civic education, and facilitate democratic governance through transparent communication with citizens.",0
ERGP9124027,"QUARTERLY INTERACTION WITH FOREIGN MEDIA / PR LOBBY
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,21000000.0,YES,HIGH,"The budget item directly aligns with the Ministry's mandate to promote Nigeria's international image through Voice of Nigeria broadcasting, coordinate government communication strategy, and manage official government information dissemination to both domestic and foreign audiences.",0
ERGP9124028,"NATION WIDE OPINION POLL SURVEY
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,12600000.0,YES,HIGH,"Conducting nationwide opinion poll surveys directly supports the Ministry's mandate to coordinate government communication strategy, disseminate information about government policies, and facilitate democratic governance through understanding public sentiment and feedback on government programmes.",0
ERGP9124029,"PRODUCTION OF YEARLY FEDERAL GOVERNMENT WALL CALENDARS
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,42141036.0,YES,HIGH,"Production of yearly federal government wall calendars falls within the Ministry's core mandate of disseminating information about government policies, programmes and activities to citizens and coordinating government communication strategy.",0
ERGP9151768,"HOSTING, MANAGEMENT AND UPGRADE OF MINISTRY'S WEBSITE (www.fmic.gov.ng) AND NATIONAL PORTAL (www.nigeria.gov.ng)",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,37450356.0,YES,HIGH,"Website hosting, management and upgrade directly supports the Ministry's core mandate of government communication, information dissemination, and digital communication strategy coordination.",0
ERGP9171924,PRODUCTION OF DOCUMENTRIES AND JINGLES PLUS AIR TIME ON GOVERNMENT PROJECTS AND PROGRAMMES ACCROSS THE 36 STATES OF THE FEDERATION,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,28000000.0,YES,HIGH,This budget item directly supports the Ministry's core mandate to disseminate information about government policies and programmes through media production and broadcasting across all states.,0
ERGP9171947,DEVELOPING SOCIAL MEDIA PLATFORMS & AND NETWORKING WITH OTHER PLATFORMS,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,24300933.0,YES,HIGH,This budget item directly aligns with the Ministry's statutory function to coordinate government's digital communication and social media strategy as part of their core mandate to disseminate government information and manage official communication channels.,0
ERGP9172761,"PURCHASE OF 1 (NO.) PROFESSIONAL VIDEO CAMERA WITH ASSESSORIES
",123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,5600000.0,YES,HIGH,"Professional video cameras are essential equipment for the Ministry's core mandate of government communication, media production, press briefings, and coordination of public information dissemination activities.",0
ERGP9193818,PARTICIPATION IN BILATERAL/MULTILATERAL JOINT COMMISSION (FOR INFORMATION SECTOR),123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,22960000.0,YES,HIGH,Participation in bilateral/multilateral joint commissions for the information sector directly supports the Ministry's mandate to promote Nigeria's image internationally through Voice of Nigeria and coordinate government communication strategy with foreign partners.,0
ERGP9204375,HOSTING OF INTER-DEPARTMENTAL AND AGENCIES STAKEHOLDERS MEETING ON THE IMPLEMENTATION OF THE MINISTERIAL DELIVERABLES,123001001.0,FEDERAL MINISTRY OF INFORMATION AND NATIONAL ORIENTATION - HQTRS,,9100000.0,YES,HIGH,"Hosting inter-departmental and agencies stakeholders meetings directly supports the Ministry's core function of coordinating government communication strategy and overseeing its numerous supervised agencies including NTA, FRCN, VON, NAN, NBC, NOA, and others to achieve ministerial deliverables.",0
ERGP23113753,Rehabilation of 1 No Block of classroom,125005002.0,"FEDERAL TRAINING CENTRE,ENUGU",,17674300.0,YES,HIGH,Rehabilitating classroom blocks directly supports the agency's core mandate to provide training for federal civil servants and falls under statutory function (s) to maintain training infrastructure and learning resources.,0
ERGP23224237,REHABILITATION OF EXISITING COLLAPSE E-LIBRARY,125005002.0,"FEDERAL TRAINING CENTRE,ENUGU",,20986000.0,YES,HIGH,Rehabilitating the collapsed e-library directly supports the agency's mandate to maintain training infrastructure and learning resources (function s) and provide ICT training for digital government services (function i).,0
ERGP23224250,RE-ROOFING & REHABILITATION OF EXISITING STAFF QUARTERS,125005002.0,"FEDERAL TRAINING CENTRE,ENUGU",,17500573.0,YES,HIGH,Re-roofing and rehabilitation of staff quarters directly supports the agency's mandate by maintaining essential accommodation infrastructure needed to attract and retain trainers and administrative staff required for delivering training programmes to federal civil servants.,0
ERGP27224242,REPLACE OF DEMOLISHED FENCE/ ENTANCE GATE,125005002.0,"FEDERAL TRAINING CENTRE,ENUGU",,17640280.0,YES,HIGH,"Replacing demolished fence and entrance gate is necessary for maintaining training infrastructure and ensuring security of the federal training facility, which directly supports the agency's mandate to provide training services.",0
ERGP30233678,NBTE ACCREDITATION FOR FCE ENUGU,125005002.0,"FEDERAL TRAINING CENTRE,ENUGU",,10500000.0,YES,HIGH,NBTE accreditation for FCE Enugu directly supports the agency's mandate to maintain training infrastructure and provide professional development programmes for federal civil servants by ensuring the Centre meets national education standards.,0
ERGP12225831,ROAD REHABILITATION IN FTC KADUNA,125005004.0,"FEDERAL TRAINING CENTRE,KADUNA",,17500000.0,PARTIAL,MEDIUM,"Road rehabilitation within the training centre premises supports the statutory function of maintaining well-equipped training facilities, but infrastructure maintenance is not a core training mandate.",50
ERGP23206513,RENOVATION OF CLASSROOM BLOCKS,125005004.0,"FEDERAL TRAINING CENTRE,KADUNA",,7000000.0,YES,HIGH,Renovating classroom blocks directly supports the agency's statutory function to maintain well-equipped training facilities for delivering comprehensive civil service training programmes.,0
ERGP23226483,PURCHASE OF OFFICE FURNITURE,125005004.0,"FEDERAL TRAINING CENTRE,KADUNA",,11543752.0,YES,HIGH,Purchase of office furniture is necessary to maintain well-equipped training facilities as required by statutory function (s) and supports the Centre's core training operations.,0
ERGP23226903,PURCHASE OF MOTOR VEHICLE,125005004.0,"FEDERAL TRAINING CENTRE,KADUNA",,31500000.0,YES,HIGH,"Motor vehicles are necessary operational assets for a training institution to transport staff, trainees, and support the delivery of training programmes across the region it serves.",0
ERGP28225724,RETICULATION OF WATER NETWORK,125005004.0,"FEDERAL TRAINING CENTRE,KADUNA",,14000000.0,PARTIAL,MEDIUM,"While reticulation of water network is not directly related to training delivery, it supports the statutory function of maintaining well-equipped training facilities necessary for effective civil service training operations.",50
ERGP16225160,PURCHASE OF OFFICE FURNITURES & FITTINGS,125005006.0,"FEDERAL TRAINING CENTRE,MAIDUGURI",,10447091.0,YES,HIGH,Office furniture and fittings are necessary infrastructure for the training centre to conduct its core mandate of providing training programs for federal civil servants in the North-East region.,0
ERGP23112582,CONSTRUCTION / PROVISION OF E-LIBRARY,125005006.0,"FEDERAL TRAINING CENTRE,MAIDUGURI",,35046657.0,YES,HIGH,Construction/provision of e-library directly supports the agency's statutory function to provide ICT training for government digitalization and enhances overall training capacity for federal civil servants.,0
ERGP23224614,PROCUREMENT OF BUS,125005006.0,"FEDERAL TRAINING CENTRE,MAIDUGURI",,32200000.0,PARTIAL,MEDIUM,"While procuring a bus is not explicitly within the training mandate, it could reasonably support transportation needs for trainees and staff attending training programs at the centre, which would indirectly facilitate the agency's core training functions.",50
ERGP3112579,MONITORING AND EVALUATION,125005006.0,"FEDERAL TRAINING CENTRE,MAIDUGURI",,3850000.0,YES,HIGH,Monitoring and evaluation is essential for assessing the effectiveness of training programmes and ensuring quality delivery of the Centre's core mandate to provide training for federal civil servants in the North-East.,0
ERGP23230732,FENCING OF THE MALE HOSTEL AND GATE HOUSE,125005007.0,"FEDERAL TRAINING CENTRE,CALABAR",,10500000.0,YES,HIGH,Fencing the male hostel and gate house is necessary infrastructure maintenance to secure residential facilities that support the Centre's core training functions for federal civil servants.,0
ERGP23230749,RENOVATION OF CLASSROOM BLOCKS,125005007.0,"FEDERAL TRAINING CENTRE,CALABAR",,14000000.0,YES,HIGH,"Renovating classroom blocks directly supports the agency's statutory function to maintain modern training facilities and equipment, which is essential for delivering their core training mandate to federal civil servants.",0
ERGP23230767,COMPLETION OF RENOVATION OF FEMALE HOSTEL,125005007.0,"FEDERAL TRAINING CENTRE,CALABAR",,28000000.0,YES,HIGH,"Completing renovation of female hostel directly supports the agency's statutory function to maintain modern training facilities and equipment, which is essential for providing residential accommodation during training programs.",0
