mda_code,mda_name,mandate_description
252042001,563. LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY (LBRBDA),"Lower Benue River Basin Development Authority (LBRBDA) is federal agency managing water resources, irrigation and agricultural development in Lower Benue River Basin. Headquartered in Makurdi covering Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra States, operating under Federal Ministry of Water Resources. Established as one of Nigeria's 12 River Basin Development Authorities. The basin includes Lower Benue River and tributaries. LBRBDA develops irrigation schemes supporting dry season farming. Constructs and operates small/medium dams for irrigation water supply. Manages water distribution to farmers and communities. Supports rice, vegetables and yam production through irrigation. Provides flood control infrastructure. Conducts hydrological studies and water resources assessment. Develops fadama (floodplain) irrigation exploiting seasonal water availability. Provides agricultural extension services to irrigated farmers. Faces challenges from flooding (Benue experiences major floods), inadequate infrastructure maintenance and farmer participation. Benue River's significant discharge creates both irrigation opportunities and flood risks requiring integrated management.

**Core Mandate:** To manage water resources, develop irrigation infrastructure, support agricultural production and provide flood control in Lower Benue River Basin covering seven states.

**Statutory Functions:**
(a) Manage water resources in Lower Benue River Basin across seven states
(b) Develop irrigation schemes for dry season farming
(c) Construct small and medium dams for water storage
(d) Operate irrigation infrastructure distributing water to farmers
(e) Support rice, vegetables and yam production through irrigation
(f) Develop fadama (floodplain) irrigation schemes
(g) Provide flood control and drainage infrastructure
(h) Conduct hydrological monitoring and water resources assessment
(i) Manage seasonal water distribution during dry and wet seasons
(j) Allocate water among competing agricultural and domestic uses
(k) Support fish farming in reservoirs and irrigation canals
(l) Provide agricultural extension services to irrigated farmers
(m) Maintain irrigation canals, drains and water distribution systems
(n) Conduct environmental impact assessments for water projects
(o) Engage communities in participatory water management
(p) Collaborate with Benue, Kogi and other state governments
(q) Address major flooding affecting Benue valley communities
(r) Monitor water quality in rivers and reservoirs
(s) Adapt to climate variability affecting water availability
(t) Advance irrigation agriculture, water security and flood management supporting food production and livelihoods across Lower Benue Basin in Nigeria's food basket region"
252043001,564. LOWER NIGER RIVER BASIN DEVELOPMENT AUTHORITY (LNRBDA),"Lower Niger River Basin Development Authority (LNRBDA) is federal agency managing water resources, irrigation and agricultural development in Lower Niger River Basin. Headquartered in Ilorin covering Kwara, Niger, Edo, Delta, Ondo, Ekiti and Kogi States, operating under Federal Ministry of Water Resources. Established as one of Nigeria's 12 River Basin Development Authorities. The basin includes Lower Niger River and tributaries in southwestern and north-central Nigeria. LNRBDA develops irrigation schemes for agricultural intensification. Constructs dams and water storage facilities. Manages irrigation water distribution. Supports rice, vegetables and sugarcane production. Provides flood control along Niger River. Conducts water resources assessment and hydrological monitoring. Develops small-scale irrigation for fadama farming. Operates demonstration farms. Provides extension services to farmers. Faces challenges from dry season water scarcity, flooding during rainy season, inadequate infrastructure and limited funding. Niger River's flow variability creates seasonal challenges requiring storage and distribution management. Serves agricultural communities across multiple states.

**Core Mandate:** To manage water resources, develop irrigation infrastructure, support agricultural production and provide flood control in Lower Niger River Basin covering seven states.

**Statutory Functions:**
(a) Manage water resources in Lower Niger River Basin across seven states
(b) Develop irrigation schemes for dry season agriculture
(c) Construct and operate dams for water storage and regulation
(d) Distribute irrigation water to farmers and agricultural schemes
(e) Support rice, vegetables and sugarcane cultivation through irrigation
(f) Develop fadama irrigation exploiting seasonal floodplains
(g) Provide flood control infrastructure along Niger River
(h) Conduct hydrological studies and river flow monitoring
(i) Manage seasonal water allocation balancing competing demands
(j) Allocate water for agriculture, domestic use and environmental flows
(k) Support fisheries in reservoirs and irrigation infrastructure
(l) Provide agricultural extension and training to farmers
(m) Maintain irrigation canals, pumps and distribution networks
(n) Operate demonstration farms showcasing irrigation farming
(o) Conduct environmental assessments for water projects
(p) Engage communities in water resources management
(q) Collaborate with Kwara, Niger, Edo, Delta and other states
(r) Address Niger River flooding and erosion challenges
(s) Monitor water quality and pollution control
(t) Advance irrigation development, agricultural productivity and water security supporting food production across Lower Niger Basin serving multiple states' farming communities"
254007001,"565. MARITIME ACADEMY OF NIGERIA, ORON","Maritime Academy of Nigeria Oron is premier federal maritime training institution providing education for seafarers and maritime professionals. Located in Oron, Akwa Ibom State in coastal south-south Nigeria, operating under Nigerian Maritime Administration and Safety Agency (NIMASA) and Federal Ministry of Transportation. Established in 1977 to train Nigerian seafarers, marine engineers, nautical officers and maritime professionals. Offers certificate, diploma and degree programs in nautical science, marine engineering, maritime transport and related fields. Provides Standards of Training, Certification and Watchkeeping (STCW) compliant training meeting International Maritime Organization (IMO) requirements. Trains deck officers (navigators), marine engineers, electro-technical officers and ratings. Operates training vessels for practical sea-going experience. Provides simulator training for navigation, engine room and ship handling. Offers specialized courses in ship security, survival at sea and marine operations. Trains for merchant navy careers. Collaborates with IMO, international maritime academies and shipping companies. Addresses shortage of qualified Nigerian seafarers in global shipping industry. Cabotage Act implementation increases demand for Nigerian seafarers. Faces challenges from inadequate vessels, equipment maintenance and international certification requirements.

**Core Mandate:** To train seafarers and maritime professionals, provide STCW-compliant education, develop Nigerian maritime workforce and support shipping industry manpower needs.

**Statutory Functions:**
(a) Train seafarers and maritime professionals for merchant navy and shipping industry
(b) Provide nautical science education for deck officers and navigators
(c) Train marine engineers for ship engine room operations
(d) Offer electro-technical officer training for ship electrical systems
(e) Provide STCW-compliant training meeting IMO international standards
(f) Conduct practical sea training on training vessels
(g) Operate navigation and ship handling simulators
(h) Provide engine room simulator training
(9) Train ratings and lower-level seafarers
(j) Offer ship security training and ISPS Code compliance
(k) Provide survival at sea and life-saving training
(l) Train in marine safety and emergency response
(m) Offer maritime transport and shipping management programs
(n) Provide continuing education for serving seafarers
(o) Conduct seafarer certification examinations
(p) Collaborate with NIMASA on certification and standards
(q) Engage international maritime academies on best practices
(r) Support Cabotage Act implementation requiring Nigerian seafarers
(s) Address shortage of qualified Nigerians in global shipping
(t) Advance Nigeria's maritime workforce development supporting shipping industry, Cabotage compliance and Nigerian seafarers' employment in international merchant navy"
521013001,566. MEDICAL AND DENTAL COUNCIL OF NIGERIA (MDCN),"Medical and Dental Council of Nigeria (MDCN) is statutory regulatory body overseeing medical and dental professions. Headquartered in Abuja, operating under MDCN Act as independent regulatory authority. Established to regulate medical doctors, dentists and ensure professional standards protecting public health. Registers qualified medical practitioners and dentists. Accredits medical and dental schools ensuring quality training. Conducts professional examinations for foreign-trained doctors. Issues practicing licenses and annual practicing certificates. Enforces medical ethics and professional conduct. Investigates professional misconduct, medical negligence and quackery. Imposes disciplinary sanctions including suspension or deregistration. Monitors continuing medical education for practitioners. Regulates medical practice advertising and professional behavior. Collaborates with health facilities, medical associations (NMA, NDA) and international medical councils. Addresses challenges from quack doctors practicing illegally, medical brain drain and inadequate enforcement capacity. Maintains register of over 90,000 medical doctors and thousands of dentists. Critical for healthcare quality, patient safety and public trust in medical profession.

**Core Mandate:** To regulate medical and dental professions, register practitioners, ensure professional standards, enforce medical ethics and protect public from quackery and negligence.

**Statutory Functions:**
(a) Regulate medical and dental professions in Nigeria
(b) Register qualified medical doctors meeting educational requirements
(c) Register qualified dentists and dental surgeons
(d) Accredit medical schools ensuring quality medical education
(e) Accredit dental schools and dentistry training programs
(f) Conduct assessment examinations for foreign-trained doctors
(g) Issue practicing licenses to qualified practitioners
(h) Issue annual practicing certificates to doctors and dentists
(i) Enforce medical ethics and professional conduct standards
(j) Investigate complaints of medical negligence and malpractice
(k) Investigate professional misconduct by doctors and dentists
(l) Combat quackery and illegal medical practice
(m) Impose disciplinary sanctions including suspension or permanent deregistration
(n) Monitor continuing medical education and professional development
(o) Regulate medical practice advertising and professional marketing
(p) Maintain register of medical and dental practitioners (90,000+ doctors)
(q) Collaborate with Nigerian Medical Association and Nigerian Dental Association
(r) Coordinate with health facilities on practitioner compliance
(s) Engage international medical regulatory bodies
(t) Advance healthcare quality, patient safety and public protection through professional medical regulation combating quackery and enforcing ethical standards"
521034001,"567. MEDICAL LABORATORY SCIENCE COUNCIL OF NIGERIA (MLSCN), YABA","Medical Laboratory Science Council of Nigeria (MLSCN) is statutory regulatory body overseeing medical laboratory science profession. Located in Yaba, Lagos State, operating under MLSCN Act. Established to regulate medical laboratory scientists, technologists and technicians ensuring quality laboratory services. Registers qualified medical laboratory scientists meeting educational requirements (minimum Bachelor's degree in Medical Laboratory Science). Accredits medical laboratory science programs in universities. Conducts professional qualifying examinations. Issues practicing licenses and annual practicing certificates. Enforces professional ethics in laboratory practice. Investigates professional misconduct and enforces discipline. Monitors continuing professional development. Regulates medical laboratories ensuring quality standards. Promotes laboratory safety and biosafety practices. Collaborates with teaching hospitals, diagnostic laboratories and Association of Medical Laboratory Scientists of Nigeria (AMLSN). Addresses challenges from quack laboratory operators, inadequate laboratory standards and limited enforcement. Critical for accurate disease diagnosis, patient safety and public health laboratory services quality.

**Core Mandate:** To regulate medical laboratory science profession, register qualified practitioners, ensure laboratory quality standards and protect public from diagnostic errors and quackery.

**Statutory Functions:**
(a) Regulate medical laboratory science profession in Nigeria
(b) Register qualified medical laboratory scientists meeting educational standards
(c) Register medical laboratory technologists and technicians
(d) Accredit Medical Laboratory Science degree programs in universities
(e) Conduct professional qualifying examinations
(f) Issue practicing licenses to registered laboratory scientists
(g) Issue annual practicing certificates for laboratory practice
(h) Enforce professional ethics and conduct in laboratory services
(i) Investigate professional misconduct in laboratory practice
(j) Combat quackery and illegal laboratory operations
(k) Impose disciplinary sanctions for violations
(l) Monitor continuing professional development for laboratory scientists
(m) Regulate medical laboratories ensuring quality standards
(n) Promote laboratory safety and biosafety practices
(o) Develop laboratory quality assurance guidelines
(p) Enforce infection control in diagnostic laboratories
(q) Promote accurate disease diagnosis and laboratory testing
(r) Collaborate with Association of Medical Laboratory Scientists (AMLSN)
(s) Coordinate with hospitals on laboratory quality control
(t) Advance laboratory services quality, accurate diagnosis and patient safety through professional regulation preventing diagnostic errors from unqualified practitioners"
521015001,568. MEDICAL REHABILITATION THERAPISTS BOARD (MRTB),"Medical Rehabilitation Therapists Board (MRTB) is statutory regulatory body overseeing physiotherapy, occupational therapy and other rehabilitation professions. Headquartered in Nigeria, operating under MRTB Act. Established to regulate physiotherapists, occupational therapists, prosthetists/orthotists and other rehabilitation professionals. Registers qualified rehabilitation therapists meeting educational requirements. Accredits physiotherapy, occupational therapy and rehabilitation training programs. Conducts professional qualifying examinations. Issues practicing licenses. Enforces professional conduct and ethics in rehabilitation services. Investigates professional misconduct. Imposes disciplinary sanctions. Monitors continuing professional development. Promotes quality rehabilitation services for patients with disabilities, injuries and chronic conditions. Collaborates with rehabilitation facilities, teaching hospitals and professional associations. Addresses challenges from inadequate rehabilitation services, limited trained therapists and public awareness gaps. Critical for disability management, post-surgery rehabilitation, stroke recovery and orthopedic care quality.

**Core Mandate:** To regulate medical rehabilitation professions, register qualified therapists, ensure rehabilitation quality standards and promote professional rehabilitation services for disability management.

**Statutory Functions:**
(a) Regulate medical rehabilitation therapy professions in Nigeria
(b) Register qualified physiotherapists meeting educational standards
(c) Register occupational therapists providing disability rehabilitation
(d) Register prosthetists and orthotists providing assistive devices
(e) Register other rehabilitation professionals including speech therapists
(f) Accredit physiotherapy degree programs in universities
(g) Accredit occupational therapy and rehabilitation training programs
(h) Conduct professional qualifying examinations for therapists
(i) Issue practicing licenses to registered rehabilitation therapists
(j) Enforce professional ethics in rehabilitation practice
(k) Investigate professional misconduct in therapy services
(l) Impose disciplinary sanctions for violations
(m) Monitor continuing professional development for therapists
(n) Promote quality rehabilitation services for disabilities
(o) Develop standards for physiotherapy and occupational therapy
(p) Promote rehabilitation for stroke, injuries and orthopedic conditions
(q) Advance disability management and assistive technology use
(r) Collaborate with rehabilitation facilities and teaching hospitals
(s) Engage professional associations (Physiotherapy, Occupational Therapy)
(t) Advance rehabilitation services quality supporting disability management, post-surgery recovery and improving quality of life for Nigerians with physical disabilities and injuries"
233006001,"569. METALLURGICAL TRAINING INSTITUTE, ONITSHA","Metallurgical Training Institute Onitsha is specialized federal technical training institution providing metallurgy and metal working skills education. Located in Onitsha, Anambra State in southeastern Nigeria, operating under Federal Ministry of Mines and Steel Development. Established to train metallurgists, welders, fabricators and metal workers supporting Nigeria's steel and metallurgical industries. Provides certificate and diploma programs in metallurgy, welding technology, metal fabrication and foundry practice. Trains welders in various welding techniques (arc, gas, TIG, MIG). Provides metal fabrication and sheet metal working training. Offers foundry technology and metal casting training. Teaches metallurgical testing, quality control and materials science. Provides practical hands-on training in workshops. Trains technicians for steel plants, fabrication workshops and manufacturing industries. Supports Ajaokuta Steel Company and steel industry manpower needs. Conducts skills training for artisans and technicians. Collaborates with steel companies, manufacturing firms and technical colleges. Faces challenges from limited equipment, inadequate funding and steel industry underdevelopment. Critical for steel sector development and metallurgical skills in southeastern Nigeria's industrial economy.

**Core Mandate:** To provide metallurgical and welding training, develop metal working skills, train technicians for steel industry and support Nigeria's metallurgical sector manpower development.

**Statutory Functions:**
(a) Provide specialized training in metallurgy and metal working
(b) Train welders in arc, gas, TIG and MIG welding techniques
(c) Provide metal fabrication and sheet metal working training
(d) Teach foundry technology and metal casting processes
(e) Train in metallurgical testing and quality control
(f) Provide materials science education for metallurgists
(g) Conduct practical workshop training in welding and fabrication
(h) Train technicians for steel plants and metallurgical industries
(i) Support Ajaokuta Steel Company manpower requirements
(j) Provide skills training for fabrication workshop artisans
(k) Teach metal heat treatment and material properties
(l) Train in welding inspection and non-destructive testing
(m) Provide occupational safety in welding and metal working
(n) Conduct continuing education for welders and fabricators
(o) Certify trainees in welding and metallurgical skills
(p) Collaborate with steel companies on workforce training
(q) Coordinate with manufacturing firms requiring metal workers
(r) Engage technical colleges on metallurgy curriculum
(s) Promote steel industry development through skilled workforce
(t) Advance Nigeria's metallurgical capacity and steel sector through specialized training producing welders, fabricators and technicians for manufacturing and steel industries"
227003001,570. MICHAEL IMODU INSTITUTE OF LABOUR STUDIES,"Michael Imodu Institute of Labour Studies is federal training and research institution for labor studies, industrial relations and trade unionism. Located in Nigeria, operating under Federal Ministry of Labour and Employment. Named after Michael Imoudu, prominent Nigerian labor leader. Established to provide training, research and capacity building for labor movement, trade unions and industrial relations practitioners. Conducts training programs for trade union leaders, shop stewards and labor organizers. Provides industrial relations education for employers, workers and government officials. Conducts research on labor issues, collective bargaining, workers' rights and employment relations. Offers certificate and diploma programs in labor studies. Trains labor inspectors and ministry of labour officials. Provides negotiation and conflict resolution skills training. Conducts workers' education promoting labor rights awareness. Researches Nigerian labor history and trade union movements. Collaborates with ILO, trade unions (NLC, TUC) and international labor education institutions. Addresses challenges from declining union membership, changing work patterns and labor movement fragmentation. Critical for industrial harmony, collective bargaining effectiveness and workers' rights protection.

**Core Mandate:** To provide labor education, train trade unionists, conduct labor research, build industrial relations capacity and support workers' rights and trade union effectiveness.

**Statutory Functions:**
(a) Provide specialized training in labor studies and industrial relations
(b) Train trade union leaders and shop stewards
(c) Provide education for labor organizers and union officials
(d) Train employers and managers in industrial relations
(e) Conduct training for Ministry of Labour officials
(f) Provide labor inspection and workplace compliance training
(g) Teach collective bargaining and negotiation skills
(h) Train in labor dispute resolution and conflict management
(i) Conduct workers' education on labor rights and responsibilities
(j) Provide occupational safety and health training
(k) Conduct research on Nigerian labor issues and employment
(l) Research collective bargaining trends and outcomes
(m) Study workers' rights, labor laws and employment relations
(n) Research trade union movements and labor history
(o) Offer certificate and diploma programs in labor studies
(p) Provide continuing education for labor practitioners
(q) Collaborate with ILO on labor education programs
(r) Coordinate with NLC, TUC and trade unions
(s) Engage international labor education institutions
(t) Advance industrial harmony, effective collective bargaining and workers' rights through labor education strengthening trade unions and industrial relations practice"
215012003,"571. MICHAEL OKPARA UNIVERSITY OF AGRICULTURE, UMUDIKE (MOUAU)","Michael Okpara University of Agriculture Umudike (MOUAU) is specialized federal university focusing on agricultural education, research and development. Located in Umudike, Abia State in southeastern Nigeria, operating under Federal Ministry of Education. Established in 1992 and named after Dr. Michael Okpara, former Premier of Eastern Nigeria and agricultural champion. MOUAU focuses exclusively on agriculture, agricultural sciences and related disciplines. Offers undergraduate and postgraduate programs in agronomy, animal science, soil science, agricultural economics, agricultural engineering, food science, forestry and fisheries. Conducts agricultural research on crop production, livestock, soil management and agricultural technologies. Operates teaching and research farms demonstrating improved agricultural practices. Focuses on southeastern Nigeria agroecological zone crops including cassava, yam, cocoa, oil palm and vegetables. Conducts extension services training farmers. Researches sustainable agriculture, climate-smart farming and agricultural mechanization. Collaborates with IITA, agricultural research institutes and international agricultural universities. Addresses food security, rural development and agricultural transformation. Produces agricultural graduates and expertise supporting Nigeria's agricultural sector development.

**Core Mandate:** To provide specialized agricultural education, conduct agricultural research, train agricultural professionals and support Nigeria's agricultural development and food security.

**Statutory Functions:**
(a) Provide specialized university education in agriculture and agricultural sciences
(b) Offer undergraduate degree programs in agronomy and crop production
(c) Provide animal science and livestock production education
(d) Teach soil science, soil fertility and land management
(e) Offer agricultural economics and agribusiness programs
(6) Provide agricultural engineering and mechanization education
(g) Teach food science, food technology and post-harvest management
(h) Offer forestry, fisheries and aquaculture programs
(i) Provide postgraduate programs (Masters and PhD) in agricultural sciences
(j) Conduct agricultural research on crop improvement and production
(k) Research livestock production systems and animal health
(l) Study soil management and soil conservation techniques
(m) Research agricultural technologies and innovation
(n) Operate teaching and research farms for practical training
(o) Conduct extension services training farmers on improved practices
(p) Research cassava, yam, oil palm and southeastern crops
(q) Study sustainable agriculture and climate-smart farming
(r) Collaborate with IITA, NRCRI and agricultural research institutes
(s) Engage international agricultural universities and CGIAR centers
(t) Advance agricultural education, research and innovation supporting food security, rural development and agricultural transformation through specialized university producing agricultural professionals and technologies"
116021001,572. MILITARY PENSION BOARD,"Military Pension Board is federal agency managing pensions and retirement benefits for Nigerian Armed Forces personnel. Located in Abuja, operating under Federal Ministry of Defence. Established to administer pension payments, gratuities and death benefits for retired military personnel, veterans and dependents of deceased service members. Processes retirement benefits for Army, Navy and Air Force retirees. Calculates pension entitlements based on rank, years of service and retirement conditions. Pays monthly pensions to retired military personnel. Processes gratuities (lump sum retirement benefits) upon discharge. Manages death benefits and pensions for widows/orphans of deceased soldiers. Addresses pension arrears and outstanding payments. Maintains database of military retirees and pensioners. Verifies pensioners through biometric registration preventing fraud. Collaborates with Defense Headquarters, service branches and PenCom. Faces challenges from pension arrears, inadequate funding, verification difficulties and delayed payments affecting veterans' welfare. Military pension is distinct from contributory pension applying to civilian workers. Critical for military morale, retirement security and honoring service to nation.

**Core Mandate:** To administer military pensions, pay retirement benefits, manage gratuities and death benefits, and ensure welfare of retired armed forces personnel and dependents.

**Statutory Functions:**
(a) Administer pension payments for retired Nigerian Armed Forces personnel
(b) Process retirement benefits for Army, Navy and Air Force retirees
(c) Calculate pension entitlements based on rank and service years
(d) Pay monthly pensions to military retirees and veterans
(e) Process gratuities (lump sum payments) upon military retirement
(f) Manage death benefits for families of deceased service members
(g) Pay pensions to widows and orphans of fallen soldiers
(h) Address pension arrears and outstanding payment backlogs
(i) Maintain comprehensive database of military pensioners
(j) Conduct biometric verification preventing pension fraud
(k) Verify identity of pensioners claiming monthly benefits
(l) Process disability pensions for medically discharged personnel
(m) Handle pension adjustments and increases
(n) Coordinate with Defense Headquarters on retiree data
(o) Collaborate with Army, Navy and Air Force on discharge processing
(p) Liaise with PenCom on pension regulatory compliance
(q) Address complaints from military retirees on delayed payments
(r) Manage budget allocation for military pension payments
(s) Promote digital payment systems for pension distribution
(t) Advance military veterans' welfare and retirement security honoring service to nation through timely pension payments despite funding and arrears challenges"
257003001,573. MINING CADASTRAL OFFICE (MCO),"Mining Cadastral Office (MCO) is federal agency managing mining rights, mineral titles and mining cadastre system. Located in Abuja, operating under Federal Ministry of Solid Minerals Development. Established to administer transparent allocation of mineral exploration and mining rights. MCO operates online Mining Cadastre Portal implementing ""first-come-first-served"" principle for mineral title applications. Issues mineral exploration licenses, mining leases, small-scale mining licenses and quarrying permits. Maintains comprehensive database of all mineral titles across Nigeria. Prevents overlapping claims through geographic information system (GIS) mapping. Processes applications for mineral rights electronically. Monitors compliance with mineral title conditions. Collects royalties and fees from mining license holders. Provides transparency in mineral rights allocation preventing corruption. Makes mineral title information publicly accessible. Collaborates with mining companies, artisanal miners and state governments. Addresses challenges from illegal mining, artisanal mining formalization and mineral revenue collection. Critical for mining sector regulation, investor confidence and transparent mineral resource governance. Supports Nigeria's solid minerals sector development beyond oil dependence.

**Core Mandate:** To administer mineral rights, issue mining licenses, manage mining cadastre, ensure transparent allocation and regulate mining title system in Nigeria.

**Statutory Functions:**
(a) Administer mining rights and mineral title allocation in Nigeria
(b) Operate online Mining Cadastre Portal for transparent applications
(c) Issue mineral exploration licenses for prospecting
(d) Grant mining leases for large-scale commercial mining
(e) Issue small-scale mining licenses for artisanal miners
(f) Grant quarrying permits for construction materials
(g) Process mineral title applications electronically
(h) Implement ""first-come-first-served"" principle for mineral rights
(i) Maintain comprehensive database of all mineral titles
(j) Prevent overlapping claims through GIS mapping
(k) Monitor compliance with mineral title terms and conditions
(l) Collect royalties and fees from license holders
(m) Renew mineral titles upon expiration
(n) Revoke licenses for non-compliance or violations
(o) Provide public access to mineral title information
(p) Promote transparency in mineral rights allocation
(q) Collaborate with mining companies on licensing
(r) Support artisanal miners formalization through licensing
(s) Coordinate with state governments on mining regulation
(t) Advance transparent mining governance, investor confidence and mineral sector development through professional cadastre management supporting Nigeria's economic diversification beyond oil"
116001001,574. MINISTRY OF DEFENCE HEADQUARTERS (MOD),"Federal Ministry of Defence Headquarters is apex civilian ministry overseeing Nigerian Armed Forces and defense policy. Located in Abuja, operating under executive branch with Minister of Defence appointed by President. Provides civilian oversight and political direction for military. Formulates national defense policy and military strategy. Coordinates Army, Navy, Air Force and Defense Intelligence Agency. Manages defense budget allocation across service branches. Oversees procurement of military equipment, weapons and platforms. Supervises military operations against Boko Haram, banditry and insurgency. Coordinates defense diplomacy and military cooperation with foreign countries. Manages defense industries and military production. Oversees military training institutions. Coordinates peacekeeping troop contributions to UN and AU missions. Supervises veterans' affairs and military welfare. Coordinates civil-military relations. Collaborates with National Security Adviser and security agencies. Addresses challenges from insurgency, limited defense budget, equipment obsolescence and inter-service coordination. Critical for national security, territorial defense and maintaining constitutional civilian control over military.

**Core Mandate:** To provide civilian oversight of armed forces, formulate defense policy, coordinate military services, manage defense budget and ensure national security and territorial integrity.

**Statutory Functions:**
(a) Provide civilian oversight and political direction for Nigerian Armed Forces
(b) Formulate national defense policy and military strategy
(c) Coordinate Nigerian Army, Navy, Air Force operations
(d) Oversee Defense Intelligence Agency and military intelligence
(e) Manage defense budget allocation across service branches
(f) Procure military equipment, weapons systems and platforms
(g) Supervise counter-insurgency operations against Boko Haram
(h) Coordinate military operations against banditry and kidnapping
(i) Oversee peacekeeping contributions to UN and AU missions
(j) Manage defense diplomacy and bilateral military cooperation
(k) Coordinate military training and professional military education
(l) Oversee defense industries and military production capabilities
(m) Manage veterans' affairs through Military Pension Board
(n) Coordinate civil-military relations and humanitarian operations
(o) Supervise military justice and discipline systems
(p) Manage defense infrastructure and military bases
(q) Coordinate with National Security Adviser on security strategy
(r) Collaborate with DSS, Police and security agencies
(s) Ensure constitutional civilian control over military
(t) Advance national security, territorial defense and military effectiveness through civilian oversight maintaining democratic governance while coordinating armed forces defending Nigeria against insurgency, terrorism and external threats"
119001001,575. MINISTRY OF FOREIGN AFFAIRS HEADQUARTERS,"Federal Ministry of Foreign Affairs Headquarters is apex ministry managing Nigeria's foreign policy, diplomacy and international relations. Located in Abuja, operating under executive branch with Minister of Foreign Affairs appointed by President. Formulates and implements Nigeria's foreign policy. Coordinates Nigeria's 120+ diplomatic missions worldwide. Manages bilateral relations with countries globally. Represents Nigeria in multilateral organizations (UN, AU, ECOWAS, Commonwealth). Conducts treaty negotiations and international agreements. Protects Nigerian citizens abroad through consular services. Promotes Nigeria's economic diplomacy and trade interests. Coordinates development cooperation and foreign aid. Manages diaspora engagement policies. Oversees protocol for foreign dignitaries visiting Nigeria. Coordinates presidential and ministerial foreign visits. Manages Nigeria's UN Security Council participation. Promotes Pan-Africanism and African integration. Addresses challenges from resource constraints, diaspora protection needs and complex international environment. Employs diplomats trained at Foreign Service Academy. Critical for Nigeria's global engagement, protecting national interests and advancing Africa's largest democracy's international agenda.

**Core Mandate:** To formulate foreign policy, manage diplomatic relations, coordinate missions abroad, protect citizens overseas and advance Nigeria's interests in international arena.

**Statutory Functions:**
(a) Formulate and implement Nigeria's foreign policy and international strategy
(b) Coordinate 120+ Nigerian diplomatic missions and consulates worldwide
(c) Manage bilateral relations with countries across all continents
(d) Represent Nigeria in United Nations and specialized agencies
(e) Coordinate Nigeria's African Union participation and Pan-African agenda
(f) Manage ECOWAS engagement and West African regional leadership
(g) Participate in Commonwealth, OIC and multilateral organizations
(h) Negotiate treaties, conventions and international agreements
(i) Protect Nigerian citizens abroad through consular services
(j) Coordinate diaspora engagement and diaspora remittances policy
(k) Promote economic diplomacy advancing trade and investment
(l) Manage development cooperation and foreign aid coordination
(m) Coordinate presidential state visits and foreign travel
(n) Manage protocol for foreign dignitaries visiting Nigeria
(o) Oversee Nigeria's UN Security Council participation
(p) Coordinate peacekeeping troop contributions policy
(q) Promote Nigeria's soft power and cultural diplomacy
(r) Address migration and irregular migration challenges
(s) Train diplomats through Foreign Service Academy
(t) Advance Nigeria's global interests, regional leadership and international influence through professional diplomacy protecting citizens abroad and engaging multilateral institutions"
124001001,576. MINISTRY OF INTERIOR HEADQUARTERS,"Federal Ministry of Interior is ministry overseeing internal security agencies, immigration, prisons and civil defense. Located in Abuja, operating under executive branch with Minister of Interior appointed by President. Supervises Nigeria Immigration Service controlling borders and immigration. Oversees Nigeria Prisons Service (now Nigerian Correctional Service) managing correctional facilities. Coordinates Nigeria Security and Civil Defence Corps providing infrastructure security. Manages Federal Fire Service for firefighting and emergency response. Formulates policies on internal security, immigration, corrections and civil protection. Coordinates border management and immigration control. Oversees prison reforms and correctional rehabilitation programs. Manages national identity cards and civil registration. Coordinates disaster management and emergency response. Supervises passport issuance and visa policies. Addresses challenges from porous borders, prison congestion, inadequate civil defense and security threats. Collaborates with Ministry of Defence, NSA and security architecture. Critical for internal security, border control, corrections and civil protection.

**Core Mandate:** To oversee internal security agencies, manage immigration and borders, supervise correctional services, coordinate civil defense and ensure internal security and civil protection.

**Statutory Functions:**
(a) Supervise Nigeria Immigration Service managing borders and immigration control
(b) Oversee Nigerian Correctional Service (formerly Prisons) and correctional facilities
(c) Coordinate Nigeria Security and Civil Defence Corps protecting infrastructure
(d) Manage Federal Fire Service providing firefighting and emergency response
(e) Formulate policies on internal security and civil protection
(f) Coordinate border management across land, air and sea entry points
(g) Oversee immigration policies, visa requirements and entry regulations
(h) Supervise passport issuance through immigration service
(i) Manage correctional reforms and prison decongestion initiatives
(j) Oversee rehabilitation and reintegration programs for inmates
(k) Coordinate civil defense and critical infrastructure protection
(l) Manage disaster response and emergency management coordination
(m) Supervise national identity card and civil registration systems
(n) Address prison congestion and awaiting trial detainees issues
(o) Combat human trafficking through immigration controls
(p) Prevent irregular migration and border infiltration
(q) Coordinate with customs on border management
(r) Collaborate with Ministry of Defence and NSA on security
(s) Engage neighboring countries on cross-border security
(t) Advance internal security, effective border control and correctional rehabilitation through coordinated management of immigration, prisons and civil defense agencies"
